Date,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
20/09/2018,-0.306254902,-2.740745098,-5.052939221,-19.241
21/09/2018,-0.306254902,-2.740745098,-5.052939221,-19.241
22/09/2018,-0.306254902,-2.740745098,-5.052939221,-19.241
23/09/2018,-0.290942157,-2.603707843,-4.80029226,-18.27895
24/09/2018,-0.306254902,-2.740745098,-5.052939221,-19.241
25/09/2018,-0.306254902,-2.740745098,-5.052939221,-19.241
26/09/2018,-0.306254902,-2.740745098,-5.052939221,-19.241
27/09/2018,-0.306254902,-2.740745098,-5.052939221,-19.241
28/09/2018,-0.306254902,-2.740745098,-5.052939221,-19.241
29/09/2018,-0.306254902,-2.740745098,-5.052939221,-19.241
30/09/2018,-0.290942157,-2.603707843,-4.80029226,-18.27895
01/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
02/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
03/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
04/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
05/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
06/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
07/10/2018,-0.299314256,-2.062201873,-4.661890219,-17.70571644
08/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
09/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
10/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
11/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
12/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
13/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
14/10/2018,-0.299314256,-2.062201873,-4.661890219,-17.70571644
15/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
16/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
17/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
18/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
19/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
20/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
21/10/2018,-0.299314256,-2.062201873,-4.661890219,-17.70571644
22/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
23/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
24/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
25/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
26/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
27/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
28/10/2018,-0.299314256,-2.062201873,-4.661890219,-17.70571644
29/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
30/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
31/10/2018,-0.315067638,-2.170738814,-4.907252862,-18.63759625
01/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
02/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
03/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
04/11/2018,-0.310966667,-1.968558333,-4.713551303,-18.21289333
05/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
06/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
07/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
08/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
09/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
10/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
11/11/2018,-0.310966667,-1.968558333,-4.713551303,-18.21289333
12/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
13/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
14/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
15/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
16/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
17/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
18/11/2018,-0.310966667,-1.968558333,-4.713551303,-18.21289333
19/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
20/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
21/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
22/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
23/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
24/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
25/11/2018,-0.310966667,-1.968558333,-4.713551303,-18.21289333
26/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
27/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
28/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
29/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
30/11/2018,-0.327333333,-2.072166667,-4.96163295,-19.17146667
04/12/2018,0.0,0.0,-4.662372529,-18.51197711
05/12/2018,0.0,0.0,-4.662372529,-18.51197711
06/12/2018,0.0,0.0,-4.662372529,-18.51197711
07/12/2018,0.0,0.0,-4.662372529,-18.51197711
08/12/2018,0.0,0.0,-4.662372529,-18.51197711
09/12/2018,0.0,0.0,-4.429253902,-17.58637825
10/12/2018,0.0,0.0,-4.662372529,-18.51197711
11/12/2018,0.0,0.0,-4.662372529,-18.51197711
12/12/2018,0.0,0.0,-4.662372529,-18.51197711
13/12/2018,0.0,0.0,-4.662372529,-18.51197711
14/12/2018,0.0,0.0,-4.662372529,-18.51197711
10/01/2019,0.0,0.0,-4.608844953,-18.43629553
11/01/2019,0.0,0.0,-4.608844953,-18.43629553
12/01/2019,0.0,0.0,-4.608844953,-18.43629553
13/01/2019,0.0,0.0,-4.378402706,-17.51448075
14/01/2019,0.0,0.0,-4.608844953,-18.43629553
15/01/2019,0.0,0.0,-4.608844953,-18.43629553
16/01/2019,0.0,0.0,-4.608844953,-18.43629553
17/01/2019,0.0,0.0,-4.608844953,-18.43629553
18/01/2019,0.0,0.0,-4.608844953,-18.43629553
19/01/2019,0.0,0.0,-4.608844953,-18.43629553
20/01/2019,0.0,0.0,-4.378402706,-17.51448075
21/01/2019,0.0,0.0,-4.608844953,-18.43629553
22/01/2019,0.0,0.0,-4.608844953,-18.43629553
23/01/2019,0.0,0.0,-4.608844953,-18.43629553
24/01/2019,0.0,0.0,-4.608844953,-18.43629553
25/01/2019,0.0,0.0,-4.608844953,-18.43629553
26/01/2019,0.0,0.0,-4.608844953,-18.43629553
27/01/2019,0.0,0.0,-4.378402706,-17.51448075
28/01/2019,0.0,0.0,-4.608844953,-18.43629553
29/01/2019,0.0,0.0,-4.608844953,-18.43629553
30/01/2019,0.0,0.0,-4.608844953,-18.43629553
31/01/2019,0.0,0.0,-4.608844953,-18.43629553
01/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
02/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
03/02/2019,-0.319489698,-2.485124313,-4.874723852,-19.49610842
04/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
05/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
06/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
07/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
08/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
09/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
10/02/2019,-0.319489698,-2.485124313,-4.874723852,-19.49610842
11/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
12/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
13/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
14/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
15/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
16/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
17/02/2019,-0.319489698,-2.485124313,-4.874723852,-19.49610842
18/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
19/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
20/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
21/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
22/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
23/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
24/02/2019,-0.319489698,-2.485124313,-4.874723852,-19.49610842
25/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
26/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
27/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
28/02/2019,-0.336304945,-2.61592033,-5.131288265,-20.52221939
01/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
02/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
03/03/2019,-0.299917274,-2.300779396,-4.447581686,-17.54010406
04/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
05/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
06/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
07/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
08/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
09/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
10/03/2019,-0.299917274,-2.300779396,-4.447581686,-17.54010406
11/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
12/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
13/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
14/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
15/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
16/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
17/03/2019,-0.299917274,-2.300779396,-4.447581686,-17.54010406
18/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
19/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
20/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
21/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
22/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
23/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
24/03/2019,-0.299917274,-2.300779396,-4.447581686,-17.54010406
25/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
26/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
27/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
28/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
29/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
30/03/2019,-0.315702393,-2.421873049,-4.681664932,-18.46326743
31/03/2019,-0.299917274,-2.300779396,-4.447581686,-17.54010406
01/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
02/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
03/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
04/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
05/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
06/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
07/04/2019,-0.309773889,-2.349592778,-4.607299444,-18.15247333
08/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
09/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
10/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
11/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
12/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
13/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
14/04/2019,-0.309773889,-2.349592778,-4.607299444,-18.15247333
15/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
16/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
17/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
18/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
19/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
20/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
21/04/2019,-0.309773889,-2.349592778,-4.607299444,-18.15247333
22/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
23/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
24/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
25/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
26/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
27/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
28/04/2019,-0.309773889,-2.349592778,-4.607299444,-18.15247333
29/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
30/04/2019,-0.326077778,-2.473255556,-4.849788889,-19.10786667
01/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
02/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
03/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
04/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
05/05/2019,-0.284749267,-2.366489003,-4.529453694,-17.62995369
06/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
07/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
08/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
09/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
10/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
11/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
12/05/2019,-0.284749267,-2.366489003,-4.529453694,-17.62995369
13/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
14/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
15/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
16/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
17/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
18/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
19/05/2019,-0.284749267,-2.366489003,-4.529453694,-17.62995369
20/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
21/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
22/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
23/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
24/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
25/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
26/05/2019,-0.284749267,-2.366489003,-4.529453694,-17.62995369
27/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
28/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
29/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
30/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
31/05/2019,-0.29973607,-2.491041056,-4.767845994,-18.55784599
01/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
02/06/2019,-0.312257692,-2.450719872,-4.956382222,-18.31052167
03/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
04/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
05/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
06/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
07/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
08/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
09/06/2019,-0.312257692,-2.450719872,-4.956382222,-18.31052167
10/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
11/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
12/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
13/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
14/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
15/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
16/06/2019,-0.312257692,-2.450719872,-4.956382222,-18.31052167
17/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
18/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
19/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
20/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
21/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
22/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
23/06/2019,-0.312257692,-2.450719872,-4.956382222,-18.31052167
24/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
25/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
26/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
27/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
28/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
29/06/2019,-0.328692308,-2.579705128,-5.217244444,-19.27423333
30/06/2019,-0.312257692,-2.450719872,-4.956382222,-18.31052167
01/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
02/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
03/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
04/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
05/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
06/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
07/07/2019,-0.289647849,-2.607719355,-4.922344433,-17.76657453
08/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
09/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
10/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
11/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
12/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
13/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
14/07/2019,-0.289647849,-2.607719355,-4.922344433,-17.76657453
15/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
16/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
17/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
18/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
19/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
20/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
21/07/2019,-0.289647849,-2.607719355,-4.922344433,-17.76657453
22/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
23/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
24/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
25/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
26/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
27/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
28/07/2019,-0.289647849,-2.607719355,-4.922344433,-17.76657453
29/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
30/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
31/07/2019,-0.304892473,-2.744967742,-5.181415193,-18.7016574
01/08/2019,-0.333971079,-2.739855395,-5.316451613,-18.83689906
02/08/2019,-0.333971079,-2.739855395,-5.316451613,-18.83689906
03/08/2019,-0.333971079,-2.739855395,-5.316451613,-18.83689906
04/08/2019,-0.317272525,-2.602862625,-5.050629032,-17.89505411
05/08/2019,-0.333971079,-2.739855395,-5.316451613,-18.83689906
06/08/2019,-0.333971079,-2.739855395,-5.316451613,-18.83689906
09/08/2019,-0.333971079,-2.739855395,-5.316451613,-18.83689906
10/08/2019,-0.333971079,-2.739855395,-5.316451613,-18.83689906
11/08/2019,-0.317272525,-2.602862625,-5.050629032,-17.89505411
12/08/2019,-0.333971079,-2.739855395,-5.316451613,-18.83689906
13/08/2019,-0.333971079,-2.739855395,-5.316451613,-18.83689906
14/08/2019,-0.333971079,-2.739855395,-5.316451613,-18.83689906
15/08/2019,-0.333971079,-2.739855395,-5.316451613,-18.83689906
16/08/2019,-0.333971079,-2.739855395,-5.316451613,-18.83689906
13/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
14/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
15/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
16/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
17/11/2019,-0.34675,-2.577812821,-2.647099275,-18.82448222
18/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
19/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
20/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
21/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
22/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
23/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
24/11/2019,-0.34675,-2.577812821,-2.647099275,-18.82448222
25/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
26/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
27/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
28/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
29/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
30/11/2019,-0.365,-2.713487179,-2.78642029,-19.81524444
01/12/2019,-0.33323153,-2.479796566,-2.657165323,-18.44077688
02/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
03/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
04/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
05/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
06/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
07/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
08/12/2019,-0.33323153,-2.479796566,-2.657165323,-18.44077688
09/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
10/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
11/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
12/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
13/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
14/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
15/12/2019,-0.33323153,-2.479796566,-2.657165323,-18.44077688
16/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
17/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
18/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
19/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
20/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
21/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
22/12/2019,-0.33323153,-2.479796566,-2.657165323,-18.44077688
23/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
24/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
30/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
31/12/2019,-0.350770031,-2.610312175,-2.797016129,-19.41134409
01/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
02/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
07/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
08/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
09/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
12/01/2020,-0.342217482,-2.515226327,-5.272478548,-18.59533559
13/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
14/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
15/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
16/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
17/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
18/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
19/01/2020,-0.342217482,-2.515226327,-5.272478548,-18.59533559
20/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
21/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
22/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
23/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
24/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
25/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
26/01/2020,-0.342217482,-2.515226327,-5.272478548,-18.59533559
27/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
28/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
29/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
30/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
31/01/2020,-0.360228928,-2.64760666,-5.549977419,-19.57403746
01/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
02/02/2020,-0.366252675,-2.810621879,-5.837005266,-20.0599673
03/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
04/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
05/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
06/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
07/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
08/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
09/02/2020,-0.366252675,-2.810621879,-5.837005266,-20.0599673
10/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
11/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
12/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
13/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
14/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
15/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
16/02/2020,-0.366252675,-2.810621879,-5.837005266,-20.0599673
17/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
18/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
19/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
20/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
21/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
22/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
23/02/2020,-0.366252675,-2.810621879,-5.837005266,-20.0599673
24/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
25/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
26/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
27/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
28/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
29/02/2020,-0.385529132,-2.958549346,-6.144216069,-21.11575505
01/03/2020,-0.34071488,-2.66192768,-5.676778876,-19.06691519
02/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
03/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
04/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
05/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
06/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
07/03/2020,-0.358647242,-2.802029136,-5.975556712,-20.07043704
