Date,Depth_to_Groundwater_SAL,Depth_to_Groundwater_CoS,Depth_to_Groundwater_LT2
17/02/2015,-4.94,-5.2,-11.98
18/02/2015,-4.95,-5.23,-12.03
19/02/2015,-4.97,-5.23,-12.02
20/02/2015,-4.99,-5.19,-11.97
28/03/2015,-5.4,-5.57,-11.8
29/03/2015,-5.41,-5.62,-11.79
30/03/2015,-5.41,-5.53,-11.77
31/03/2015,-5.44,-5.55,-11.8
01/04/2015,-5.45,-5.6,-11.81
02/04/2015,-5.46,-5.67,-11.83
03/04/2015,-5.47,-5.74,-11.83
04/04/2015,-5.48,-5.78,-11.79
05/04/2015,-5.46,-5.74,-11.78
06/04/2015,-5.44,-5.72,-11.86
07/04/2015,-5.46,-5.74,-11.92
08/04/2015,-5.52,-5.82,-11.92
09/04/2015,-5.5,-5.87,-11.92
10/04/2015,-5.5,-5.9,-11.92
11/04/2015,-5.51,-5.93,-11.91
12/04/2015,-5.52,-5.96,-11.92
13/04/2015,-5.53,-5.95,-11.92
14/04/2015,-5.55,-5.98,-11.9
15/04/2015,-5.56,-6.01,-11.88
16/04/2015,-5.57,-6.05,-11.87
17/04/2015,-5.58,-6.0,-11.84
18/04/2015,-5.57,-5.96,-11.83
19/04/2015,-5.57,-5.98,-11.86
20/04/2015,-5.58,-6.01,-11.86
21/04/2015,-5.6,-5.86,-11.89
22/04/2015,-5.61,-6.02,-11.89
23/04/2015,-5.62,-6.08,-11.85
24/04/2015,-5.63,-6.06,-11.85
30/04/2015,-5.52,-6.06,-11.85
01/05/2015,-5.5,-6.02,-11.83
02/05/2015,-5.5,-5.93,-11.81
03/05/2015,-5.51,-5.94,-11.82
04/05/2015,-5.52,-5.96,-11.82
05/05/2015,-5.54,-5.98,-11.81
06/05/2015,-5.56,-6.08,-11.83
07/05/2015,-5.57,-6.13,-11.85
08/05/2015,-5.59,-6.16,-11.85
09/05/2015,-5.6,-6.2,-11.86
10/05/2015,-5.61,-6.28,-11.9
11/05/2015,-5.63,-6.36,-11.92
12/05/2015,-5.65,-6.42,-11.93
13/05/2015,-5.66,-6.46,-11.93
14/05/2015,-5.66,-6.45,-11.85
15/05/2015,-5.65,-6.42,-11.82
16/05/2015,-5.65,-6.44,-11.87
17/05/2015,-5.66,-6.5,-11.86
18/05/2015,-5.66,-6.57,-11.83
19/05/2015,-5.67,-6.59,-11.82
20/05/2015,-5.68,-6.54,-11.84
21/05/2015,-5.69,-6.51,-11.86
22/05/2015,-5.71,-6.5,-11.86
23/05/2015,-5.69,-6.52,-11.84
24/05/2015,-5.67,-6.59,-11.85
25/05/2015,-5.68,-6.61,-11.84
26/05/2015,-5.71,-6.63,-11.83
27/05/2015,-5.72,-6.67,-11.86
28/05/2015,-5.72,-6.73,-11.89
29/05/2015,-5.74,-6.79,-11.87
30/05/2015,-5.74,-6.85,-11.88
31/05/2015,-5.74,-6.89,-11.89
01/06/2015,-5.74,-6.85,-11.9
02/06/2015,-5.75,-6.88,-11.92
03/06/2015,-5.76,-6.92,-11.92
04/06/2015,-5.79,-6.97,-11.92
05/06/2015,-5.81,-7.05,-11.91
06/06/2015,-5.83,-7.19,-11.92
07/06/2015,-5.82,-7.31,-11.92
08/06/2015,-5.83,-7.33,-11.91
09/06/2015,-5.84,-7.34,-11.92
10/06/2015,-5.85,-7.33,-11.94
11/06/2015,-5.85,-7.38,-11.95
12/06/2015,-5.87,-7.49,-11.95
13/06/2015,-5.86,-7.49,-11.94
14/06/2015,-5.87,-7.51,-11.93
15/06/2015,-5.86,-7.35,-11.96
16/06/2015,-5.85,-7.28,-11.96
17/06/2015,-5.89,-7.21,-11.96
18/06/2015,-5.92,-7.18,-11.96
19/06/2015,-5.89,-7.22,-11.94
20/06/2015,-5.88,-7.23,-11.96
21/06/2015,-5.87,-7.26,-11.99
22/06/2015,-5.87,-7.23,-11.99
23/06/2015,-5.87,-7.26,-11.95
24/06/2015,-5.86,-7.34,-12.02
25/06/2015,-5.86,-7.34,-12.05
26/06/2015,-5.87,-7.37,-12.04
27/06/2015,-5.9,-7.49,-12.04
28/06/2015,-5.89,-7.47,-12.04
29/06/2015,-5.9,-7.48,-12.06
30/06/2015,-5.94,-7.56,-12.07
01/07/2015,-5.94,-7.63,-12.1
02/07/2015,-5.95,-7.68,-12.13
03/07/2015,-5.96,-7.75,-12.15
04/07/2015,-5.98,-7.84,-12.15
05/07/2015,-5.97,-7.91,-12.14
06/07/2015,-5.97,-7.9,-12.16
07/07/2015,-5.97,-7.97,-12.17
08/07/2015,-5.97,-8.06,-12.14
09/07/2015,-6.01,-8.11,-12.17
10/07/2015,-6.02,-8.17,-12.24
11/07/2015,-6.02,-8.23,-12.26
12/07/2015,-5.99,-8.24,-12.27
13/07/2015,-6.0,-8.15,-12.26
14/07/2015,-6.01,-8.27,-12.28
15/07/2015,-6.02,-8.3,-12.3
16/07/2015,-6.03,-8.35,-12.33
17/07/2015,-6.05,-8.34,-12.34
18/07/2015,-6.05,-8.41,-12.34
19/07/2015,-6.01,-8.46,-12.34
20/07/2015,-6.0,-8.43,-12.34
21/07/2015,-6.04,-8.45,-12.36
22/07/2015,-6.05,-8.53,-12.38
23/07/2015,-6.07,-8.58,-12.38
24/07/2015,-6.07,-8.6,-12.4
25/07/2015,-6.03,-8.68,-12.41
26/07/2015,-5.98,-8.64,-12.41
27/07/2015,-5.96,-8.58,-12.39
28/07/2015,-5.97,-8.58,-12.4
29/07/2015,-5.99,-8.58,-12.41
30/07/2015,-5.98,-8.55,-12.41
31/07/2015,-5.98,-8.59,-12.43
01/08/2015,-5.99,-8.7,-12.46
02/08/2015,-5.94,-8.67,-12.48
03/08/2015,-5.95,-8.62,-12.49
04/08/2015,-6.0,-8.67,-12.48
05/08/2015,-5.98,-8.78,-12.48
07/08/2015,-6.02,-8.87,-12.49
08/08/2015,-6.01,-8.91,-12.5
09/08/2015,-5.99,-8.91,-12.51
10/08/2015,-5.97,-8.84,-12.5
11/08/2015,-5.95,-8.74,-12.49
12/08/2015,-5.95,-8.76,-12.5
13/08/2015,-5.99,-8.86,-12.49
14/08/2015,-6.0,-8.89,-12.46
15/08/2015,-5.99,-8.86,-12.44
16/08/2015,-5.96,-8.74,-12.43
17/08/2015,-5.95,-8.69,-12.43
18/08/2015,-5.95,-8.66,-12.45
21/08/2015,-6.0,-8.66,-12.48
22/08/2015,-5.99,-8.61,-12.46
23/08/2015,-5.98,-8.61,-12.44
24/08/2015,-5.95,-8.49,-12.41
25/08/2015,-5.93,-8.43,-12.42
26/08/2015,-5.93,-8.45,-12.42
27/08/2015,-5.93,-8.5,-12.41
28/08/2015,-5.96,-8.58,-12.43
29/08/2015,-5.97,-8.62,-12.44
30/08/2015,-5.97,-8.63,-12.43
31/08/2015,-5.95,-8.64,-12.41
01/09/2015,-5.96,-8.66,-12.39
02/09/2015,-5.96,-8.67,-12.39
03/09/2015,-5.95,-8.72,-12.4
04/09/2015,-5.95,-8.73,-12.4
05/09/2015,-5.96,-8.74,-12.4
06/09/2015,-5.94,-8.78,-12.44
07/09/2015,-5.94,-8.76,-12.47
08/09/2015,-5.95,-8.79,-12.49
09/09/2015,-5.95,-8.8,-12.47
10/09/2015,-5.96,-8.85,-12.48
11/09/2015,-5.98,-8.92,-12.51
12/09/2015,-6.0,-8.98,-12.54
13/09/2015,-5.98,-8.97,-12.5
14/09/2015,-5.96,-8.96,-12.46
15/09/2015,-5.95,-9.02,-12.48
16/09/2015,-5.94,-9.03,-12.47
17/09/2015,-5.96,-9.06,-12.48
18/09/2015,-5.99,-9.08,-12.52
19/09/2015,-6.0,-9.07,-12.54
20/09/2015,-6.01,-9.06,-12.52
21/09/2015,-6.0,-9.05,-12.53
22/09/2015,-6.0,-9.02,-12.5
23/09/2015,-5.99,-8.89,-12.49
24/09/2015,-5.99,-8.85,-12.54
25/09/2015,-6.01,-8.89,-12.56
26/09/2015,-6.03,-8.92,-12.58
27/09/2015,-6.02,-8.99,-12.61
28/09/2015,-6.01,-8.97,-12.63
29/09/2015,-6.02,-8.92,-12.64
30/09/2015,-6.03,-8.94,-12.64
01/10/2015,-6.03,-8.9,-12.63
02/10/2015,-6.03,-8.81,-12.61
03/10/2015,-6.04,-8.78,-12.63
04/10/2015,-6.02,-8.72,-12.61
05/10/2015,-6.0,-8.59,-12.58
06/10/2015,-5.98,-8.51,-12.54
07/10/2015,-5.98,-8.51,-12.54
08/10/2015,-5.98,-8.52,-12.59
09/10/2015,-5.97,-8.49,-12.59
10/10/2015,-5.98,-8.4,-12.53
11/10/2015,-5.99,-8.36,-12.54
12/10/2015,-5.99,-8.36,-12.6
13/10/2015,-5.96,-8.28,-12.57
14/10/2015,-5.87,-8.17,-12.53
15/10/2015,-5.75,-7.92,-12.53
16/10/2015,-5.65,-7.65,-12.57
17/10/2015,-5.61,-7.56,-12.6
18/10/2015,-5.58,-7.5,-12.59
19/10/2015,-5.57,-7.39,-12.56
20/10/2015,-5.59,-7.34,-12.58
21/10/2015,-5.61,-7.31,-12.58
22/10/2015,-5.63,-7.29,-12.58
23/10/2015,-5.66,-7.31,-12.63
24/10/2015,-5.69,-7.37,-12.64
25/10/2015,-5.69,-7.38,-12.65
26/10/2015,-5.7,-7.32,-12.64
27/10/2015,-5.71,-7.28,-12.62
28/10/2015,-5.71,-7.16,-12.58
29/10/2015,-5.64,-6.93,-12.56
30/10/2015,-5.59,-6.8,-12.6
31/10/2015,-5.61,-6.81,-12.62
01/11/2015,-5.68,-6.82,-12.64
02/11/2015,-5.68,-6.74,-12.64
03/11/2015,-5.68,-6.66,-12.61
04/11/2015,-5.71,-6.59,-12.57
05/11/2015,-5.72,-6.55,-12.55
06/11/2015,-5.73,-6.56,-12.56
07/11/2015,-5.76,-6.64,-12.57
08/11/2015,-5.78,-6.67,-12.59
09/11/2015,-5.79,-6.61,-12.57
10/11/2015,-5.81,-6.6,-12.54
11/11/2015,-5.73,-6.55,-12.53
12/11/2015,-5.67,-6.53,-12.53
13/11/2015,-5.67,-6.57,-12.54
14/11/2015,-5.67,-6.59,-12.51
15/11/2015,-5.66,-6.6,-12.48
16/11/2015,-5.63,-6.56,-12.48
17/11/2015,-5.54,-6.57,-12.48
18/11/2015,-5.54,-6.54,-12.48
19/11/2015,-5.54,-6.53,-12.49
20/11/2015,-5.55,-6.48,-12.42
21/11/2015,-5.55,-6.4,-12.25
22/11/2015,-5.52,-6.45,-12.35
23/11/2015,-5.5,-6.43,-12.46
24/11/2015,-5.5,-6.42,-12.48
25/11/2015,-5.51,-6.33,-12.4
26/11/2015,-5.52,-6.28,-12.36
27/11/2015,-5.54,-6.32,-12.41
28/11/2015,-5.55,-6.39,-12.45
29/11/2015,-5.56,-6.46,-12.52
30/11/2015,-5.56,-6.4,-12.54
01/12/2015,-5.56,-6.36,-12.53
02/12/2015,-5.57,-6.37,-12.55
03/12/2015,-5.58,-6.39,-12.56
04/12/2015,-5.58,-6.4,-12.57
05/12/2015,-5.59,-6.45,-12.57
06/12/2015,-5.6,-6.45,-12.58
07/12/2015,-5.61,-6.37,-12.57
08/12/2015,-5.64,-6.36,-12.55
09/12/2015,-5.65,-6.29,-12.53
10/12/2015,-5.67,-6.33,-12.54
11/12/2015,-5.68,-6.33,-12.52
12/12/2015,-5.71,-6.37,-12.49
13/12/2015,-5.73,-6.36,-12.47
14/12/2015,-5.8,-6.3,-12.48
15/12/2015,-5.72,-6.32,-12.5
16/12/2015,-5.73,-6.32,-12.51
17/12/2015,-5.74,-6.34,-12.52
18/12/2015,-5.78,-6.37,-12.52
19/12/2015,-5.78,-6.38,-12.51
29/12/2015,-5.92,-6.29,-12.52
30/12/2015,-5.94,-6.33,-12.51
31/12/2015,-5.95,-6.35,-12.51
01/01/2016,-5.95,-6.36,-12.51
02/01/2016,-5.94,-6.2,-12.43
03/01/2016,-5.9,-6.02,-12.36
04/01/2016,-5.86,-5.82,-12.29
05/01/2016,-5.79,-5.67,-12.3
06/01/2016,-5.69,-5.56,-12.31
07/01/2016,-5.62,-5.44,-12.35
08/01/2016,-5.57,-5.38,-12.38
09/01/2016,-5.54,-5.4,-12.37
10/01/2016,-5.5,-5.34,-12.38
11/01/2016,-5.41,-5.24,-12.36
12/01/2016,-5.32,-5.24,-12.41
13/01/2016,-5.27,-5.29,-12.49
14/01/2016,-5.25,-5.24,-12.48
15/01/2016,-5.15,-5.09,-12.43
29/01/2016,-5.4,-5.13,-12.5
17/02/2016,-5.11,-4.66,-12.27
24/02/2016,-5.22,-4.44,-12.18
29/02/2016,-5.02,-4.2,-12.03
09/03/2016,-5.11,-4.09,-11.96
15/03/2016,-5.35,-4.27,-11.95
23/03/2016,-5.66,-4.4,-11.77
29/03/2016,-5.89,-4.61,-11.91
30/03/2016,-5.96,-4.66,-11.9
06/04/2016,-6.0,-4.78,-11.84
12/04/2016,-6.07,-4.96,-11.86
21/04/2016,-6.22,-5.23,-11.95
28/04/2016,-5.98,-4.61,-11.83
05/05/2016,-6.06,-4.9,-11.85
11/05/2016,-6.17,-4.93,-11.76
17/05/2016,-5.93,-4.65,-11.78
26/05/2016,-5.86,-4.86,-11.76
01/06/2016,-5.68,-5.07,-11.76
08/06/2016,-5.43,-5.15,-11.75
15/06/2016,-5.31,-5.19,-11.72
20/06/2016,-5.32,-5.36,-11.81
06/07/2016,-5.6,-6.3,-11.93
12/07/2016,-5.67,-6.51,-12.02
22/07/2016,-5.79,-7.28,-12.17
28/07/2016,-5.77,-7.54,-12.15
09/08/2016,-5.75,-7.35,-12.28
18/08/2016,-5.76,-7.11,-12.25
29/08/2016,-5.76,-7.67,-12.31
02/11/2016,-5.89,-6.62,-12.43
06/11/2016,-5.58,-6.16,-12.3
07/11/2016,-5.4,-5.95,-12.35
08/11/2016,-5.38,-5.83,-12.36
09/11/2016,-5.6,-5.78,-12.38
10/11/2016,-5.58,-5.72,-12.41
11/11/2016,-5.38,-5.67,-12.4
12/11/2016,-5.36,-5.63,-12.45
13/11/2016,-5.35,-5.66,-12.49
14/11/2016,-5.36,-5.61,-12.51
15/11/2016,-5.41,-5.6,-12.54
16/11/2016,-5.54,-5.57,-12.51
17/11/2016,-5.44,-5.53,-12.48
18/11/2016,-5.44,-5.49,-12.45
19/11/2016,-5.4,-5.24,-12.4
20/11/2016,-5.23,-5.0,-12.41
21/11/2016,-5.27,-4.92,-12.41
22/11/2016,-5.21,-4.87,-12.43
23/11/2016,-5.21,-4.87,-12.44
24/11/2016,-5.23,-4.85,-12.4
25/11/2016,-5.23,-4.82,-12.38
26/11/2016,-5.2,-4.86,-12.39
27/11/2016,-5.19,-4.9,-12.37
28/11/2016,-5.19,-4.86,-12.37
29/11/2016,-5.21,-4.91,-12.48
30/11/2016,-5.22,-4.96,-12.5
01/12/2016,-5.23,-4.94,-12.45
02/12/2016,-5.25,-4.91,-12.4
03/12/2016,-5.29,-4.94,-12.42
04/12/2016,-5.32,-4.98,-12.45
05/12/2016,-5.32,-4.96,-12.46
06/12/2016,-5.34,-4.99,-12.46
07/12/2016,-5.36,-5.03,-12.49
08/12/2016,-5.37,-5.08,-12.51
09/12/2016,-5.4,-5.06,-12.49
10/12/2016,-5.42,-5.1,-12.45
11/12/2016,-5.42,-5.09,-12.39
12/12/2016,-5.41,-5.08,-12.38
13/12/2016,-5.46,-5.15,-12.45
14/12/2016,-5.72,-5.21,-12.44
15/12/2016,-5.78,-5.22,-12.44
16/12/2016,-5.8,-5.24,-12.47
17/12/2016,-5.83,-5.3,-12.52
18/12/2016,-5.85,-5.3,-12.5
19/12/2016,-5.86,-5.28,-12.46
20/12/2016,-5.88,-5.33,-12.44
21/12/2016,-5.77,-5.37,-12.48
22/12/2016,-5.62,-5.38,-12.51
23/12/2016,-5.62,-5.4,-12.52
24/12/2016,-5.62,-5.42,-12.51
25/12/2016,-5.61,-5.39,-12.5
26/12/2016,-5.59,-5.29,-12.53
27/12/2016,-5.61,-5.28,-12.53
28/12/2016,-5.64,-5.34,-12.55
29/12/2016,-5.74,-5.39,-12.57
30/12/2016,-5.86,-5.44,-12.57
31/12/2016,-5.88,-5.53,-12.54
01/01/2017,-5.9,-5.52,-12.5
02/01/2017,-5.79,-5.41,-12.47
03/01/2017,-5.7,-5.39,-12.45
04/01/2017,-5.7,-5.43,-12.42
05/01/2017,-5.7,-5.46,-12.44
06/01/2017,-5.71,-5.49,-12.54
07/01/2017,-5.72,-5.52,-12.55
08/01/2017,-5.74,-5.55,-12.51
09/01/2017,-5.78,-5.58,-12.51
10/01/2017,-5.78,-5.53,-12.45
11/01/2017,-5.82,-5.7,-12.51
12/01/2017,-5.84,-5.75,-12.51
13/01/2017,-5.79,-5.6,-12.4
14/01/2017,-5.72,-5.67,-12.48
15/01/2017,-5.71,-5.64,-12.52
16/01/2017,-5.71,-5.57,-12.52
17/01/2017,-5.72,-5.53,-12.55
18/01/2017,-5.73,-5.54,-12.61
19/01/2017,-5.74,-5.57,-12.66
20/01/2017,-5.75,-5.6,-12.69
21/01/2017,-5.75,-5.67,-12.68
22/01/2017,-5.76,-5.67,-12.67
23/01/2017,-5.76,-5.61,-12.63
24/01/2017,-5.79,-5.58,-12.62
25/01/2017,-5.79,-5.59,-12.65
26/01/2017,-5.8,-5.62,-12.69
27/01/2017,-5.81,-5.61,-12.71
28/01/2017,-5.8,-5.62,-12.68
29/01/2017,-5.81,-5.64,-12.69
30/01/2017,-5.82,-5.6,-12.69
31/01/2017,-5.8,-5.57,-12.67
01/02/2017,-5.78,-5.52,-12.67
02/02/2017,-5.96,-5.44,-12.66
03/02/2017,-6.09,-5.38,-12.62
04/02/2017,-6.06,-5.43,-12.58
05/02/2017,-5.9,-5.26,-12.54
06/02/2017,-5.72,-4.99,-12.52
07/02/2017,-5.49,-4.93,-12.6
08/02/2017,-5.44,-4.89,-12.61
09/02/2017,-5.44,-4.9,-12.63
10/02/2017,-5.45,-4.89,-12.63
11/02/2017,-5.48,-4.87,-12.64
12/02/2017,-5.49,-4.84,-12.66
13/02/2017,-5.53,-4.77,-12.67
14/02/2017,-5.53,-4.82,-12.69
15/02/2017,-5.47,-4.9,-12.7
16/02/2017,-5.43,-4.86,-12.67
17/02/2017,-5.41,-4.81,-12.61
18/02/2017,-5.37,-4.81,-12.58
19/02/2017,-5.36,-4.81,-12.58
20/02/2017,-5.38,-4.76,-12.57
21/02/2017,-5.39,-4.72,-12.55
22/02/2017,-5.41,-4.69,-12.53
23/02/2017,-5.42,-4.68,-12.51
24/02/2017,-5.41,-4.63,-12.44
25/02/2017,-5.43,-4.69,-12.48
26/02/2017,-5.44,-4.72,-12.48
27/02/2017,-5.45,-4.65,-12.47
28/02/2017,-5.45,-4.58,-12.4
01/03/2017,-5.45,-4.59,-12.44
02/03/2017,-5.44,-4.73,-12.48
03/03/2017,-5.43,-4.75,-12.48
04/03/2017,-5.43,-4.78,-12.41
05/03/2017,-5.4,-4.7,-12.41
06/03/2017,-5.33,-4.58,-12.36
07/03/2017,-5.21,-4.43,-12.36
08/03/2017,-5.13,-4.47,-12.45
09/03/2017,-5.09,-4.48,-12.44
10/03/2017,-5.08,-4.42,-12.41
11/03/2017,-5.09,-4.47,-12.43
12/03/2017,-5.11,-4.49,-12.39
13/03/2017,-5.15,-4.49,-12.44
14/03/2017,-5.18,-4.5,-12.46
15/03/2017,-5.21,-4.46,-12.44
16/03/2017,-5.24,-4.43,-12.41
17/03/2017,-5.27,-4.51,-12.39
18/03/2017,-5.29,-4.53,-12.33
19/03/2017,-5.32,-4.55,-12.33
20/03/2017,-5.36,-4.56,-12.32
21/03/2017,-5.38,-4.59,-12.3
26/03/2017,-5.44,-4.76,-12.32
27/03/2017,-5.46,-4.75,-12.34
28/03/2017,-5.47,-4.85,-12.34
29/03/2017,-5.48,-4.85,-12.34
30/03/2017,-5.49,-4.86,-12.34
31/03/2017,-5.51,-4.86,-12.31
06/04/2017,-5.6,-4.87,-12.26
07/04/2017,-5.6,-4.85,-12.28
08/04/2017,-5.62,-5.03,-12.3
09/04/2017,-5.63,-5.05,-12.32
10/04/2017,-5.65,-4.98,-12.3
11/04/2017,-5.65,-4.89,-12.27
12/04/2017,-5.65,-4.83,-12.27
13/04/2017,-5.67,-4.79,-12.24
14/04/2017,-5.68,-4.82,-12.25
15/04/2017,-5.68,-4.86,-12.25
16/04/2017,-5.69,-4.82,-12.24
17/04/2017,-5.68,-4.76,-12.24
18/04/2017,-5.7,-4.75,-12.23
19/04/2017,-5.72,-4.77,-12.28
20/04/2017,-5.72,-4.85,-12.32
21/04/2017,-5.73,-4.92,-12.34
22/04/2017,-5.73,-4.9,-12.31
23/04/2017,-5.73,-4.92,-12.28
24/04/2017,-5.75,-4.89,-12.28
25/04/2017,-5.76,-4.8,-12.25
26/04/2017,-5.76,-4.72,-12.21
27/04/2017,-5.75,-4.68,-12.2
28/04/2017,-5.72,-4.68,-12.21
29/04/2017,-5.7,-4.74,-12.25
30/04/2017,-5.7,-4.8,-12.25
01/05/2017,-5.7,-4.73,-12.24
14/05/2017,-5.68,-4.95,-12.31
15/05/2017,-5.71,-4.94,-12.32
16/05/2017,-5.72,-5.01,-12.33
17/05/2017,-5.74,-5.06,-12.3
18/05/2017,-5.72,-5.07,-12.27
19/05/2017,-5.76,-5.07,-12.27
20/05/2017,-5.75,-5.16,-12.28
21/05/2017,-5.75,-5.17,-12.3
22/05/2017,-5.78,-5.19,-12.28
23/05/2017,-5.79,-5.24,-12.29
24/05/2017,-5.81,-5.29,-12.29
25/05/2017,-5.82,-5.27,-12.28
26/05/2017,-5.83,-5.39,-12.31
27/05/2017,-5.83,-5.5,-12.33
28/05/2017,-5.83,-5.57,-12.35
29/05/2017,-5.88,-5.58,-12.33
30/05/2017,-5.94,-5.67,-12.34
31/05/2017,-5.93,-5.87,-12.37
01/06/2017,-5.91,-6.01,-12.38
02/06/2017,-5.88,-6.05,-12.37
03/06/2017,-5.89,-6.05,-12.36
04/06/2017,-5.87,-6.03,-12.35
05/06/2017,-5.89,-6.08,-12.35
06/06/2017,-5.9,-6.13,-12.34
07/06/2017,-5.9,-6.17,-12.38
08/06/2017,-5.9,-6.26,-12.42
09/06/2017,-5.92,-6.34,-12.41
10/06/2017,-5.89,-6.41,-12.43
11/06/2017,-5.88,-6.42,-12.44
12/06/2017,-6.09,-6.45,-12.44
13/06/2017,-6.28,-6.62,-12.45
14/06/2017,-6.13,-6.61,-12.46
15/06/2017,-6.16,-6.61,-12.48
16/06/2017,-6.18,-6.68,-12.48
17/06/2017,-6.19,-6.68,-12.49
18/06/2017,-6.19,-6.69,-12.55
19/06/2017,-6.21,-6.7,-12.57
20/06/2017,-6.22,-6.79,-12.58
21/06/2017,-6.24,-6.82,-12.58
22/06/2017,-6.24,-6.87,-12.6
23/06/2017,-6.25,-6.93,-12.61
24/06/2017,-6.26,-6.91,-12.61
25/06/2017,-6.24,-6.85,-12.6
26/06/2017,-6.24,-6.8,-12.6
27/06/2017,-6.25,-6.83,-12.57
28/06/2017,-6.25,-6.77,-12.54
29/06/2017,-6.22,-6.71,-12.56
30/06/2017,-6.19,-6.71,-12.6
01/07/2017,-6.18,-6.68,-12.62
02/07/2017,-6.16,-6.68,-12.62
03/07/2017,-6.16,-6.71,-12.65
04/07/2017,-6.17,-6.74,-12.66
05/07/2017,-6.18,-6.82,-12.66
06/07/2017,-6.2,-6.83,-12.67
07/07/2017,-6.2,-6.94,-12.68
08/07/2017,-6.21,-7.08,-12.67
09/07/2017,-6.19,-6.98,-12.67
10/07/2017,-6.18,-6.92,-12.67
11/07/2017,-6.18,-6.97,-12.7
12/07/2017,-6.18,-7.03,-12.7
13/07/2017,-6.23,-7.02,-12.69
14/07/2017,-6.21,-6.99,-12.69
15/07/2017,-6.19,-6.95,-12.72
16/07/2017,-6.18,-6.96,-12.77
17/07/2017,-6.18,-6.92,-12.78
18/07/2017,-6.19,-6.91,-12.78
19/07/2017,-6.2,-6.98,-12.79
20/07/2017,-6.2,-7.07,-12.78
21/07/2017,-6.21,-7.16,-12.78
22/07/2017,-6.21,-7.24,-12.81
23/07/2017,-6.21,-7.28,-12.83
24/07/2017,-6.2,-7.22,-12.77
25/07/2017,-6.21,-7.31,-12.76
26/07/2017,-6.21,-7.32,-12.79
27/07/2017,-6.21,-7.32,-12.82
28/07/2017,-6.21,-7.35,-12.85
29/07/2017,-6.21,-7.43,-12.89
30/07/2017,-6.2,-7.51,-12.88
31/07/2017,-6.19,-7.51,-12.89
01/08/2017,-6.24,-7.54,-12.91
02/08/2017,-6.24,-7.59,-12.92
03/08/2017,-6.25,-7.76,-12.92
04/08/2017,-6.28,-7.81,-12.91
05/08/2017,-6.28,-7.89,-12.91
06/08/2017,-6.27,-7.86,-12.93
07/08/2017,-6.27,-7.82,-12.94
08/08/2017,-6.24,-7.92,-12.95
09/08/2017,-6.11,-8.01,-12.95
10/08/2017,-6.08,-7.98,-12.95
11/08/2017,-6.03,-7.95,-12.95
12/08/2017,-6.0,-7.92,-12.95
13/08/2017,-5.97,-7.9,-12.97
14/08/2017,-5.94,-7.81,-12.97
15/08/2017,-5.94,-7.74,-12.97
16/08/2017,-5.93,-7.68,-12.95
17/08/2017,-5.94,-7.69,-12.94
18/08/2017,-5.96,-7.72,-12.93
19/08/2017,-5.96,-7.74,-12.92
20/08/2017,-5.96,-7.7,-12.93
21/08/2017,-5.96,-7.73,-12.94
22/08/2017,-5.97,-7.9,-12.94
23/08/2017,-5.97,-8.02,-12.94
24/08/2017,-5.98,-8.18,-12.96
25/08/2017,-5.99,-8.26,-12.96
26/08/2017,-5.99,-8.37,-12.96
27/08/2017,-5.99,-8.44,-12.95
28/08/2017,-5.99,-8.43,-12.94
29/08/2017,-6.0,-8.47,-12.95
30/08/2017,-6.0,-8.49,-12.96
31/08/2017,-6.01,-8.57,-12.97
01/09/2017,-6.05,-8.56,-12.95
02/09/2017,-6.02,-8.5,-12.93
03/09/2017,-6.0,-8.45,-12.96
04/09/2017,-6.0,-8.49,-13.0
05/09/2017,-6.0,-8.55,-13.02
06/09/2017,-6.01,-8.51,-13.0
07/09/2017,-6.0,-8.42,-12.96
08/09/2017,-6.01,-8.45,-12.97
09/09/2017,-6.0,-8.42,-12.94
10/09/2017,-5.01,-8.16,-12.88
11/09/2017,-5.82,-7.9,-12.87
12/09/2017,-5.85,-7.8,-12.94
13/09/2017,-5.85,-7.78,-13.02
14/09/2017,-5.84,-7.68,-12.98
15/09/2017,-5.84,-7.62,-12.95
16/09/2017,-5.88,-7.59,-12.94
17/09/2017,-5.89,-7.57,-12.97
18/09/2017,-5.87,-7.51,-12.96
19/09/2017,-5.85,-7.44,-12.92
20/09/2017,-5.84,-7.43,-12.95
21/09/2017,-5.83,-7.41,-12.97
22/09/2017,-5.83,-7.39,-12.98
23/09/2017,-5.85,-7.39,-12.97
24/09/2017,-5.87,-7.33,-12.95
25/09/2017,-5.87,-7.27,-12.95
26/09/2017,-5.87,-7.28,-12.95
27/09/2017,-5.87,-7.28,-12.97
28/09/2017,-5.88,-7.28,-12.98
29/09/2017,-5.89,-7.25,-12.96
30/09/2017,-5.9,-7.25,-12.93
01/10/2017,-5.89,-7.29,-12.94
02/10/2017,-5.89,-7.25,-12.96
03/10/2017,-5.9,-7.27,-12.95
04/10/2017,-5.9,-7.24,-12.97
05/10/2017,-5.91,-7.19,-12.93
06/10/2017,-5.9,-7.11,-12.87
07/10/2017,-5.91,-7.15,-12.95
08/10/2017,-5.91,-7.17,-12.93
09/10/2017,-5.92,-7.11,-12.94
10/10/2017,-5.92,-7.08,-12.96
11/10/2017,-5.93,-7.1,-12.98
12/10/2017,-5.95,-7.16,-13.0
13/10/2017,-5.94,-7.16,-13.01
14/10/2017,-5.96,-7.2,-13.01
15/10/2017,-5.96,-7.26,-13.01
16/10/2017,-5.98,-7.24,-13.0
