Date,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25
31/03/2011,-23.86,-23.16
01/04/2011,-23.9,-23.18
02/04/2011,-23.96,-23.19
03/04/2011,-23.87,-23.15
04/04/2011,-23.9,-23.16
05/04/2011,-23.82,-23.19
06/04/2011,-23.78,-23.19
07/04/2011,-23.77,-23.2
08/04/2011,-23.75,-23.16
09/04/2011,-23.75,-23.16
10/04/2011,-23.68,-23.15
11/04/2011,-23.66,-23.13
12/04/2011,-23.78,-23.11
13/04/2011,-23.75,-23.1
14/04/2011,-23.86,-23.14
15/04/2011,-23.8,-23.07
16/04/2011,-23.88,-23.12
17/04/2011,-23.78,-23.13
18/04/2011,-23.83,-23.13
19/04/2011,-23.89,-23.16
20/04/2011,-23.85,-23.19
21/04/2011,-23.99,-23.26
22/04/2011,-23.88,-23.18
23/04/2011,-23.89,-23.22
24/04/2011,-23.4,-23.08
25/04/2011,-23.35,-22.95
26/04/2011,-23.51,-22.94
27/04/2011,-23.65,-23.02
28/04/2011,-23.72,-23.05
29/04/2011,-23.7,-23.07
30/04/2011,-23.48,-22.96
01/05/2011,-23.5,-22.96
02/05/2011,-23.6,-23.0
03/05/2011,-23.53,-22.96
04/05/2011,-23.78,-23.08
05/05/2011,-23.84,-23.17
06/05/2011,-23.87,-23.21
07/05/2011,-24.01,-23.29
08/05/2011,-23.77,-23.23
09/05/2011,-23.91,-23.25
10/05/2011,-23.96,-23.29
11/05/2011,-24.04,-23.34
12/05/2011,-24.08,-23.36
13/05/2011,-24.12,-23.43
14/05/2011,-24.2,-23.47
15/05/2011,-24.07,-23.4
16/05/2011,-23.68,-23.25
17/05/2011,-23.85,-23.3
18/05/2011,-23.9,-23.26
19/05/2011,-23.91,-23.31
20/05/2011,-23.84,-23.34
21/05/2011,-23.81,-23.3
22/05/2011,-23.76,-23.3
23/05/2011,-23.94,-23.36
24/05/2011,-24.07,-23.35
25/05/2011,-24.29,-23.47
26/05/2011,-24.23,-23.48
27/05/2011,-24.06,-23.41
28/05/2011,-23.93,-23.34
29/05/2011,-23.89,-23.33
30/05/2011,-23.9,-23.31
31/05/2011,-24.07,-23.4
01/06/2011,-23.94,-23.33
02/06/2011,-23.74,-23.25
03/06/2011,-23.88,-23.29
04/06/2011,-23.76,-23.27
05/06/2011,-23.68,-23.18
06/06/2011,-23.7,-23.18
07/06/2011,-23.66,-23.18
08/06/2011,-23.67,-23.2
09/06/2011,-23.82,-23.24
10/06/2011,-23.84,-23.28
11/06/2011,-23.87,-23.34
12/06/2011,-23.71,-23.27
13/06/2011,-23.68,-23.23
14/06/2011,-23.84,-23.3
15/06/2011,-24.08,-23.39
16/06/2011,-24.25,-23.5
17/06/2011,-24.26,-23.58
18/06/2011,-24.15,-23.55
19/06/2011,-24.11,-23.56
20/06/2011,-24.19,-23.61
21/06/2011,-24.31,-23.75
22/06/2011,-24.35,-23.79
23/06/2011,-24.68,-23.93
24/06/2011,-24.69,-23.95
25/06/2011,-24.77,-24.0
26/06/2011,-24.74,-24.02
27/06/2011,-24.73,-24.0
28/06/2011,-24.9,-24.08
29/06/2011,-24.82,-24.13
30/06/2011,-24.59,-24.06
01/07/2011,-24.66,-24.06
02/07/2011,-24.35,-23.95
03/07/2011,-24.25,-23.83
04/07/2011,-24.55,-23.97
05/07/2011,-24.59,-23.99
06/07/2011,-24.61,-24.03
07/07/2011,-24.99,-24.22
08/07/2011,-24.97,-24.29
09/07/2011,-25.11,-24.39
10/07/2011,-24.98,-24.39
11/07/2011,-25.0,-24.38
12/07/2011,-25.23,-24.49
13/07/2011,-25.33,-24.55
14/07/2011,-25.27,-24.58
15/07/2011,-25.26,-24.62
16/07/2011,-25.18,-24.64
17/07/2011,-25.11,-24.59
18/07/2011,-25.16,-24.57
19/07/2011,-25.15,-24.58
20/07/2011,-25.1,-24.57
21/07/2011,-25.21,-24.61
22/07/2011,-25.47,-24.73
23/07/2011,-25.42,-24.76
24/07/2011,-25.03,-24.64
25/07/2011,-24.7,-24.4
26/07/2011,-24.85,-24.43
27/07/2011,-24.84,-24.43
28/07/2011,-24.79,-24.39
29/07/2011,-24.77,-24.37
30/07/2011,-24.76,-24.36
31/07/2011,-24.78,-24.37
01/08/2011,-24.85,-24.4
02/08/2011,-24.95,-24.47
03/08/2011,-25.15,-24.57
04/08/2011,-25.08,-24.56
05/08/2011,-25.13,-24.58
06/08/2011,-25.24,-24.65
07/08/2011,-25.13,-24.65
08/08/2011,-25.18,-24.65
09/08/2011,-25.28,-24.71
10/08/2011,-25.37,-24.79
11/08/2011,-25.33,-24.8
12/08/2011,-25.4,-24.81
13/08/2011,-25.45,-24.83
14/08/2011,-25.28,-24.81
15/08/2011,-25.22,-24.77
16/08/2011,-25.27,-24.78
17/08/2011,-25.52,-24.9
18/08/2011,-25.54,-24.96
19/08/2011,-25.65,-25.01
20/08/2011,-25.79,-25.11
21/08/2011,-25.78,-25.1
22/08/2011,-25.76,-25.1
23/08/2011,-25.91,-25.17
24/08/2011,-25.92,-25.2
25/08/2011,-25.96,-25.24
26/08/2011,-25.92,-25.22
27/08/2011,-25.93,-25.23
28/08/2011,-25.72,-25.2
29/08/2011,-25.84,-25.19
30/08/2011,-25.82,-25.2
31/08/2011,-25.84,-25.23
01/09/2011,-26.07,-25.32
02/09/2011,-26.06,-25.34
03/09/2011,-26.07,-25.36
04/09/2011,-25.98,-25.34
05/09/2011,-25.76,-25.26
06/09/2011,-25.95,-25.34
07/09/2011,-26.11,-25.37
08/09/2011,-26.03,-25.36
09/09/2011,-26.04,-25.36
10/09/2011,-26.2,-25.45
11/09/2011,-26.25,-25.51
12/09/2011,-26.28,-25.53
13/09/2011,-26.3,-25.55
14/09/2011,-26.43,-25.62
15/09/2011,-26.4,-25.64
16/09/2011,-26.46,-25.69
17/09/2011,-26.52,-25.72
18/09/2011,-26.29,-25.64
19/09/2011,-26.15,-25.53
20/09/2011,-26.09,-25.55
21/09/2011,-26.1,-25.54
22/09/2011,-26.1,-25.55
23/09/2011,-26.17,-25.59
24/09/2011,-26.38,-25.66
25/09/2011,-26.23,-25.68
26/09/2011,-26.21,-25.63
27/09/2011,-26.35,-25.7
28/09/2011,-26.52,-25.76
29/09/2011,-26.66,-25.82
30/09/2011,-26.6,-25.85
01/10/2011,-26.65,-25.88
02/10/2011,-26.64,-25.89
03/10/2011,-26.7,-25.93
04/10/2011,-26.68,-25.93
05/10/2011,-26.74,-25.96
06/10/2011,-26.77,-25.97
07/10/2011,-26.73,-25.92
08/10/2011,-26.73,-25.94
09/10/2011,-26.54,-25.91
10/10/2011,-26.55,-25.9
11/10/2011,-26.77,-25.98
12/10/2011,-26.72,-26.0
13/10/2011,-26.76,-26.01
14/10/2011,-26.63,-26.0
15/10/2011,-26.78,-26.05
16/10/2011,-26.78,-26.06
17/10/2011,-26.65,-26.03
18/10/2011,-26.73,-26.04
19/10/2011,-26.59,-25.99
20/10/2011,-26.55,-25.95
21/10/2011,-26.56,-25.95
22/10/2011,-26.66,-26.0
23/10/2011,-26.66,-26.01
24/10/2011,-26.76,-25.99
25/10/2011,-26.79,-26.01
26/10/2011,-26.8,-26.02
27/10/2011,-26.9,-26.07
28/10/2011,-27.02,-26.15
29/10/2011,-26.95,-26.15
30/10/2011,-26.94,-26.11
31/10/2011,-26.96,-26.14
01/11/2011,-27.06,-26.19
02/11/2011,-27.08,-26.19
03/11/2011,-27.13,-26.23
04/11/2011,-27.15,-26.24
05/11/2011,-27.16,-26.26
06/11/2011,-27.13,-26.25
07/11/2011,-27.14,-26.29
08/11/2011,-27.23,-26.34
09/11/2011,-27.15,-26.34
10/11/2011,-27.29,-26.37
11/11/2011,-27.29,-26.45
12/11/2011,-27.39,-26.53
13/11/2011,-27.43,-26.58
14/11/2011,-27.31,-26.54
15/11/2011,-27.38,-26.54
16/11/2011,-27.45,-26.57
17/11/2011,-27.42,-26.62
18/11/2011,-27.48,-26.66
19/11/2011,-27.59,-26.69
20/11/2011,-27.5,-26.67
21/11/2011,-27.49,-26.67
22/11/2011,-27.57,-26.67
23/11/2011,-27.56,-26.71
24/11/2011,-27.57,-26.77
25/11/2011,-27.63,-26.79
26/11/2011,-27.63,-26.81
27/11/2011,-27.64,-26.83
28/11/2011,-27.62,-26.81
29/11/2011,-27.63,-26.82
30/11/2011,-27.66,-26.89
01/12/2011,-27.69,-26.89
02/12/2011,-27.62,-26.83
03/12/2011,-27.66,-26.84
04/12/2011,-27.66,-26.85
05/12/2011,-27.65,-26.81
06/12/2011,-27.72,-26.89
07/12/2011,-27.78,-26.95
08/12/2011,-27.77,-26.98
09/12/2011,-27.78,-26.98
10/12/2011,-27.79,-26.97
11/12/2011,-27.78,-26.98
12/12/2011,-27.45,-26.87
13/12/2011,-27.68,-26.93
14/12/2011,-27.69,-26.96
15/12/2011,-27.85,-27.01
16/12/2011,-27.98,-27.06
17/12/2011,-27.92,-27.04
18/12/2011,-27.92,-27.11
19/12/2011,-27.88,-27.12
20/12/2011,-27.86,-27.11
21/12/2011,-27.73,-27.1
22/12/2011,-27.82,-27.15
23/12/2011,-27.91,-27.18
24/12/2011,-28.04,-27.17
25/12/2011,-27.84,-27.21
26/12/2011,-27.7,-27.13
27/12/2011,-27.74,-27.14
28/12/2011,-27.78,-27.16
29/12/2011,-27.85,-27.13
30/12/2011,-27.9,-27.1
31/12/2011,-28.12,-27.23
01/01/2012,-27.97,-27.27
02/01/2012,-27.82,-27.19
03/01/2012,-27.83,-27.2
04/01/2012,-27.86,-27.22
05/01/2012,-27.82,-27.16
06/01/2012,-28.04,-27.2
07/01/2012,-28.13,-27.32
08/01/2012,-28.12,-27.33
09/01/2012,-28.12,-27.37
10/01/2012,-28.22,-27.43
11/01/2012,-28.25,-27.45
12/01/2012,-28.29,-27.46
13/01/2012,-28.19,-27.38
14/01/2012,-28.26,-27.4
15/01/2012,-28.29,-27.46
16/01/2012,-28.3,-27.49
17/01/2012,-28.35,-27.54
18/01/2012,-28.4,-27.58
19/01/2012,-28.39,-27.59
20/01/2012,-28.28,-27.45
21/01/2012,-28.42,-27.52
22/01/2012,-28.43,-27.53
23/01/2012,-28.44,-27.55
24/01/2012,-28.44,-27.55
25/01/2012,-28.51,-27.63
26/01/2012,-28.53,-27.65
27/01/2012,-28.58,-27.71
28/01/2012,-28.58,-27.7
29/01/2012,-28.52,-27.66
30/01/2012,-28.57,-27.69
31/01/2012,-28.58,-27.69
01/02/2012,-28.53,-27.63
02/02/2012,-28.57,-27.7
03/02/2012,-28.65,-27.75
04/02/2012,-28.73,-27.82
05/02/2012,-28.75,-27.87
06/02/2012,-28.74,-27.84
07/02/2012,-28.57,-27.78
08/02/2012,-28.75,-27.91
09/02/2012,-28.84,-27.95
10/02/2012,-28.77,-27.93
11/02/2012,-28.68,-27.9
12/02/2012,-28.71,-27.91
13/02/2012,-28.85,-28.0
14/02/2012,-28.9,-28.02
15/02/2012,-28.95,-28.06
16/02/2012,-28.99,-28.08
17/02/2012,-29.09,-28.18
18/02/2012,-29.09,-28.18
19/02/2012,-29.07,-28.16
20/02/2012,-29.02,-28.17
21/02/2012,-29.09,-28.21
22/02/2012,-29.15,-28.23
23/02/2012,-29.15,-28.24
24/02/2012,-29.17,-28.27
25/02/2012,-29.23,-28.28
26/02/2012,-29.16,-28.25
27/02/2012,-29.05,-28.26
28/02/2012,-28.89,-28.21
29/02/2012,-28.85,-28.16
01/03/2012,-28.95,-28.21
02/03/2012,-29.09,-28.24
03/03/2012,-29.15,-28.27
04/03/2012,-29.12,-28.23
05/03/2012,-29.1,-28.2
06/03/2012,-29.09,-28.21
07/03/2012,-29.15,-28.29
08/03/2012,-29.12,-28.24
09/03/2012,-29.25,-28.32
10/03/2012,-29.23,-28.35
11/03/2012,-29.09,-28.24
12/03/2012,-29.14,-28.27
13/03/2012,-29.17,-28.31
14/03/2012,-29.17,-28.31
15/03/2012,-29.22,-28.34
16/03/2012,-29.24,-28.37
17/03/2012,-29.3,-28.38
18/03/2012,-29.32,-28.37
19/03/2012,-29.25,-28.36
20/03/2012,-29.27,-28.41
21/03/2012,-29.23,-28.41
22/03/2012,-29.26,-28.43
23/03/2012,-29.31,-28.44
24/03/2012,-29.45,-28.48
25/03/2012,-29.54,-28.52
26/03/2012,-29.49,-28.55
27/03/2012,-29.52,-28.56
28/03/2012,-29.55,-28.57
29/03/2012,-29.56,-28.57
30/03/2012,-29.6,-28.58
31/03/2012,-29.67,-28.63
01/04/2012,-29.68,-28.66
02/04/2012,-29.62,-28.66
03/04/2012,-29.58,-28.64
04/04/2012,-29.6,-28.64
05/04/2012,-29.57,-28.65
06/04/2012,-29.6,-28.67
07/04/2012,-29.58,-28.64
08/04/2012,-29.53,-28.61
09/04/2012,-29.54,-28.64
10/04/2012,-29.56,-28.65
11/04/2012,-29.57,-28.61
12/04/2012,-29.6,-28.66
13/04/2012,-29.57,-28.6
14/04/2012,-29.6,-28.61
15/04/2012,-29.62,-28.69
16/04/2012,-29.65,-28.72
17/04/2012,-29.72,-28.75
18/04/2012,-29.66,-28.71
19/04/2012,-29.66,-28.72
20/04/2012,-29.67,-28.72
21/04/2012,-29.75,-28.8
22/04/2012,-29.65,-28.78
23/04/2012,-29.55,-28.75
24/04/2012,-29.56,-28.7
25/04/2012,-29.52,-28.71
26/04/2012,-29.33,-28.73
27/04/2012,-29.35,-28.67
28/04/2012,-29.66,-28.73
29/04/2012,-29.49,-28.75
30/04/2012,-29.36,-28.67
01/05/2012,-29.3,-28.62
02/05/2012,-29.45,-28.65
03/05/2012,-29.54,-28.68
04/05/2012,-29.53,-28.68
05/05/2012,-29.66,-28.73
06/05/2012,-29.1,-28.65
07/05/2012,-29.17,-28.59
08/05/2012,-29.25,-28.61
09/05/2012,-29.28,-28.61
10/05/2012,-29.38,-28.66
11/05/2012,-29.57,-28.7
12/05/2012,-29.65,-28.72
13/05/2012,-29.5,-28.66
14/05/2012,-29.16,-28.58
15/05/2012,-29.32,-28.58
16/05/2012,-29.56,-28.65
17/05/2012,-29.51,-28.68
18/05/2012,-29.49,-28.66
19/05/2012,-29.6,-28.7
20/05/2012,-29.36,-28.63
21/05/2012,-29.13,-28.48
22/05/2012,-29.14,-28.52
23/05/2012,-29.18,-28.53
24/05/2012,-29.32,-28.55
25/05/2012,-29.41,-28.58
26/05/2012,-29.5,-28.61
27/05/2012,-29.39,-28.59
28/05/2012,-29.4,-28.59
29/05/2012,-29.19,-28.54
30/05/2012,-29.36,-28.57
31/05/2012,-29.4,-28.61
01/06/2012,-29.44,-28.6
02/06/2012,-29.46,-28.61
03/06/2012,-29.44,-28.62
04/06/2012,-29.35,-28.59
05/06/2012,-29.31,-28.54
06/06/2012,-29.42,-28.59
07/06/2012,-29.47,-28.6
08/06/2012,-29.53,-28.64
09/06/2012,-29.37,-28.61
10/06/2012,-29.46,-28.66
11/06/2012,-29.31,-28.59
12/06/2012,-29.27,-28.55
13/06/2012,-29.31,-28.61
14/06/2012,-29.38,-28.68
15/06/2012,-29.56,-28.78
16/06/2012,-29.68,-28.85
17/06/2012,-29.75,-28.92
18/06/2012,-29.86,-28.97
19/06/2012,-29.98,-29.06
20/06/2012,-30.09,-29.13
21/06/2012,-30.25,-29.21
22/06/2012,-30.28,-29.31
23/06/2012,-30.23,-29.35
24/06/2012,-30.2,-29.34
25/06/2012,-30.16,-29.34
03/07/2012,-30.7,-29.79
04/07/2012,-30.89,-29.87
05/07/2012,-31.1,-29.98
06/07/2012,-31.16,-30.07
07/07/2012,-31.23,-30.15
08/07/2012,-31.33,-30.24
09/07/2012,-31.41,-30.32
10/07/2012,-31.67,-30.49
11/07/2012,-31.79,-30.61
12/07/2012,-31.87,-30.7
13/07/2012,-31.94,-30.76
14/07/2012,-32.02,-30.85
15/07/2012,-32.09,-30.93
16/07/2012,-32.13,-31.01
17/07/2012,-32.17,-31.06
18/07/2012,-32.25,-31.12
19/07/2012,-32.31,-31.2
20/07/2012,-32.34,-31.25
21/07/2012,-32.42,-31.31
22/07/2012,-32.18,-31.34
23/07/2012,-32.17,-31.32
24/07/2012,-32.15,-31.28
25/07/2012,-32.21,-31.32
26/07/2012,-32.28,-31.39
27/07/2012,-32.49,-31.48
28/07/2012,-32.62,-31.57
29/07/2012,-32.67,-31.65
30/07/2012,-32.72,-31.73
31/07/2012,-32.85,-31.81
01/08/2012,-32.93,-31.88
02/08/2012,-32.99,-31.94
03/08/2012,-33.08,-32.02
04/08/2012,-33.15,-32.1
05/08/2012,-33.26,-32.17
06/08/2012,-33.29,-32.25
07/08/2012,-33.36,-32.31
08/08/2012,-33.43,-32.36
09/08/2012,-33.46,-32.42
10/08/2012,-33.51,-32.47
11/08/2012,-33.56,-32.52
12/08/2012,-33.53,-32.55
13/08/2012,-33.55,-32.58
14/08/2012,-33.62,-32.64
15/08/2012,-33.57,-32.67
16/08/2012,-33.56,-32.66
17/08/2012,-33.7,-32.74
18/08/2012,-33.71,-32.78
19/08/2012,-33.73,-32.81
20/08/2012,-33.78,-32.83
21/08/2012,-33.82,-32.87
22/08/2012,-33.88,-32.91
23/08/2012,-33.89,-32.94
24/08/2012,-33.93,-32.98
25/08/2012,-33.96,-33.03
26/08/2012,-33.96,-33.05
27/08/2012,-33.92,-33.07
28/08/2012,-33.83,-33.04
29/08/2012,-34.0,-33.1
30/08/2012,-34.02,-33.12
31/08/2012,-34.02,-33.14
01/09/2012,-33.97,-33.14
02/09/2012,-33.8,-33.07
03/09/2012,-33.76,-33.02
04/09/2012,-33.73,-32.98
05/09/2012,-33.73,-33.0
06/09/2012,-33.81,-33.03
07/09/2012,-33.86,-33.06
08/09/2012,-33.87,-33.06
09/09/2012,-34.0,-33.14
10/09/2012,-34.02,-33.17
11/09/2012,-34.05,-33.21
12/09/2012,-34.04,-33.2
13/09/2012,-33.84,-33.14
14/09/2012,-33.79,-33.13
15/09/2012,-34.01,-33.2
16/09/2012,-34.02,-33.22
17/09/2012,-33.75,-33.05
18/09/2012,-33.75,-33.03
19/09/2012,-33.77,-33.07
20/09/2012,-33.84,-33.2
21/09/2012,-33.97,-33.22
22/09/2012,-34.01,-33.23
23/09/2012,-33.96,-33.22
24/09/2012,-33.98,-33.24
25/09/2012,-34.06,-33.29
26/09/2012,-34.1,-33.33
27/09/2012,-34.14,-33.36
28/09/2012,-34.17,-33.39
29/09/2012,-34.16,-33.39
30/09/2012,-34.15,-33.4
01/10/2012,-34.11,-33.38
02/10/2012,-34.18,-33.43
03/10/2012,-34.2,-33.46
04/10/2012,-34.19,-33.45
05/10/2012,-34.24,-33.49
06/10/2012,-34.29,-33.53
07/10/2012,-34.28,-33.51
08/10/2012,-34.24,-33.51
09/10/2012,-34.31,-33.54
10/10/2012,-34.3,-33.55
11/10/2012,-34.3,-33.56
12/10/2012,-34.3,-33.58
13/10/2012,-34.35,-33.62
14/10/2012,-34.33,-33.61
15/10/2012,-34.29,-33.57
16/10/2012,-34.14,-33.55
17/10/2012,-34.32,-33.61
18/10/2012,-34.32,-33.59
19/10/2012,-34.32,-33.6
20/10/2012,-34.33,-33.61
21/10/2012,-34.37,-33.63
22/10/2012,-34.33,-33.65
23/10/2012,-34.43,-33.68
24/10/2012,-34.45,-33.7
25/10/2012,-34.44,-33.7
26/10/2012,-34.39,-33.65
27/10/2012,-34.42,-33.66
28/10/2012,-34.44,-33.71
29/10/2012,-34.42,-33.71
30/10/2012,-34.39,-33.69
31/10/2012,-34.4,-33.66
01/11/2012,-34.4,-33.68
02/11/2012,-34.43,-33.71
03/11/2012,-34.47,-33.71
04/11/2012,-34.39,-33.63
05/11/2012,-34.32,-33.61
06/11/2012,-34.35,-33.61
07/11/2012,-34.46,-33.68
08/11/2012,-34.41,-33.64
09/11/2012,-34.44,-33.63
10/11/2012,-34.44,-33.63
11/11/2012,-34.42,-33.62
12/11/2012,-34.43,-33.61
13/11/2012,-34.47,-33.63
14/11/2012,-34.47,-33.5
15/11/2012,-34.43,-33.18
16/11/2012,-34.29,-33.06
17/11/2012,-34.24,-33.01
18/11/2012,-34.16,-32.96
19/11/2012,-34.13,-32.93
20/11/2012,-34.02,-32.89
21/11/2012,-34.01,-32.84
22/11/2012,-33.99,-32.83
23/11/2012,-33.8,-32.74
24/11/2012,-33.88,-32.73
25/11/2012,-33.86,-32.68
26/11/2012,-33.67,-32.59
27/11/2012,-33.73,-32.56
28/11/2012,-33.43,-32.41
29/11/2012,-33.44,-32.4
30/11/2012,-33.58,-32.46
01/12/2012,-33.55,-32.42
02/12/2012,-33.51,-32.31
03/12/2012,-33.44,-32.3
04/12/2012,-33.32,-32.14
05/12/2012,-33.25,-32.11
06/12/2012,-33.31,-32.13
07/12/2012,-33.24,-32.07
08/12/2012,-33.22,-31.95
09/12/2012,-33.16,-31.98
10/12/2012,-33.09,-31.83
11/12/2012,-33.02,-31.84
12/12/2012,-33.03,-31.85
13/12/2012,-33.08,-31.83
14/12/2012,-32.94,-31.7
15/12/2012,-32.8,-31.61
16/12/2012,-32.81,-31.59
17/12/2012,-32.68,-31.52
18/12/2012,-32.78,-31.53
19/12/2012,-32.73,-31.54
20/12/2012,-32.66,-31.44
21/12/2012,-32.53,-31.37
22/12/2012,-32.51,-31.38
23/12/2012,-32.4,-31.34
24/12/2012,-32.35,-31.26
25/12/2012,-32.23,-31.18
26/12/2012,-31.89,-31.04
27/12/2012,-31.95,-31.04
28/12/2012,-31.92,-30.99
29/12/2012,-31.99,-30.99
30/12/2012,-31.93,-30.93
31/12/2012,-32.01,-30.9
01/01/2013,-31.84,-30.81
02/01/2013,-31.7,-30.76
03/01/2013,-31.79,-30.82
04/01/2013,-31.66,-30.72
05/01/2013,-31.61,-30.59
06/01/2013,-31.54,-30.56
07/01/2013,-31.39,-30.51
08/01/2013,-31.15,-30.46
09/01/2013,-31.17,-30.39
10/01/2013,-31.06,-30.27
11/01/2013,-31.14,-30.24
12/01/2013,-31.22,-30.29
13/01/2013,-31.09,-30.18
14/01/2013,-31.0,-30.14
15/01/2013,-31.01,-30.14
16/01/2013,-30.79,-29.97
17/01/2013,-30.86,-29.98
18/01/2013,-30.82,-29.97
19/01/2013,-30.82,-29.97
20/01/2013,-30.67,-29.85
21/01/2013,-30.66,-29.81
22/01/2013,-30.68,-29.84
23/01/2013,-30.61,-29.81
24/01/2013,-30.51,-29.68
25/01/2013,-30.5,-29.68
26/01/2013,-30.5,-29.7
27/01/2013,-30.43,-29.65
28/01/2013,-30.32,-29.56
29/01/2013,-30.27,-29.55
30/01/2013,-30.28,-29.51
31/01/2013,-30.17,-29.4
01/02/2013,-30.08,-29.3
02/02/2013,-29.95,-29.06
03/02/2013,-29.99,-29.15
04/02/2013,-29.93,-29.2
05/02/2013,-29.88,-29.11
06/02/2013,-29.67,-28.89
07/02/2013,-29.68,-28.88
08/02/2013,-29.58,-28.85
09/02/2013,-29.58,-28.85
10/02/2013,-29.48,-28.79
11/02/2013,-29.3,-28.63
12/02/2013,-29.3,-28.58
13/02/2013,-29.25,-28.57
14/02/2013,-29.17,-28.55
15/02/2013,-29.06,-28.45
16/02/2013,-29.06,-28.42
17/02/2013,-28.92,-28.3
18/02/2013,-28.83,-28.22
19/02/2013,-28.67,-28.14
20/02/2013,-28.66,-28.07
21/02/2013,-28.46,-27.92
22/02/2013,-28.48,-27.85
23/02/2013,-28.43,-27.81
24/02/2013,-28.37,-27.78
25/02/2013,-28.28,-27.78
26/02/2013,-28.28,-27.74
27/02/2013,-28.22,-27.7
28/02/2013,-28.2,-27.66
01/03/2013,-28.14,-27.58
02/03/2013,-28.04,-27.47
03/03/2013,-27.94,-27.43
04/03/2013,-27.93,-27.4
05/03/2013,-27.82,-27.33
06/03/2013,-27.68,-27.15
07/03/2013,-27.66,-27.09
08/03/2013,-27.6,-27.02
09/03/2013,-27.58,-26.97
10/03/2013,-27.49,-26.9
11/03/2013,-27.41,-26.82
12/03/2013,-27.38,-26.78
03/04/2013,-26.01,-25.51
04/04/2013,-25.98,-25.47
05/04/2013,-25.92,-25.38
06/04/2013,-25.96,-25.41
07/04/2013,-25.99,-25.37
08/04/2013,-25.76,-25.31
09/04/2013,-25.79,-25.24
10/04/2013,-25.84,-25.2
11/04/2013,-25.83,-25.18
12/04/2013,-25.85,-25.12
13/04/2013,-25.77,-25.11
14/04/2013,-25.71,-25.08
15/04/2013,-26.1,-25.08
16/04/2013,-25.51,-24.93
17/04/2013,-25.57,-24.92
18/04/2013,-25.44,-24.83
19/04/2013,-25.33,-24.71
20/04/2013,-25.32,-24.66
21/04/2013,-25.12,-24.55
22/04/2013,-25.08,-24.47
23/04/2013,-25.25,-24.52
24/04/2013,-25.04,-24.5
25/04/2013,-25.03,-24.42
26/04/2013,-25.0,-24.33
27/04/2013,-24.98,-24.24
28/04/2013,-24.94,-24.25
29/04/2013,-24.81,-24.23
30/04/2013,-24.84,-24.24
01/05/2013,-24.77,-24.15
02/05/2013,-24.58,-24.08
03/05/2013,-24.57,-24.01
04/05/2013,-24.67,-24.04
05/05/2013,-24.5,-24.01
06/05/2013,-24.24,-23.86
07/05/2013,-24.36,-23.82
08/05/2013,-24.23,-23.79
09/05/2013,-24.41,-23.8
10/05/2013,-24.29,-23.75
11/05/2013,-24.35,-23.71
12/05/2013,-24.21,-23.68
13/05/2013,-24.25,-23.66
14/05/2013,-24.5,-23.74
15/05/2013,-24.44,-23.74
16/05/2013,-24.21,-23.56
17/05/2013,-24.0,-23.52
18/05/2013,-24.2,-23.61
19/05/2013,-24.23,-23.56
20/05/2013,-24.19,-23.57
21/05/2013,-24.25,-23.56
22/05/2013,-24.06,-23.4
23/05/2013,-24.08,-23.37
24/05/2013,-24.02,-23.39
25/05/2013,-23.95,-23.37
26/05/2013,-23.8,-23.3
27/05/2013,-23.74,-23.28
28/05/2013,-23.6,-23.19
29/05/2013,-23.72,-23.17
30/05/2013,-23.82,-23.18
31/05/2013,-23.63,-23.1
01/06/2013,-23.71,-23.11
02/06/2013,-23.67,-23.11
03/06/2013,-23.54,-23.05
04/06/2013,-23.47,-23.04
05/06/2013,-23.59,-23.06
06/06/2013,-23.63,-23.05
07/06/2013,-23.53,-23.0
08/06/2013,-23.64,-22.96
09/06/2013,-23.32,-22.84
10/06/2013,-23.31,-22.74
11/06/2013,-23.23,-22.7
12/06/2013,-23.18,-22.69
13/06/2013,-23.47,-22.72
14/06/2013,-23.37,-22.67
15/06/2013,-23.37,-22.68
16/06/2013,-23.35,-22.66
17/06/2013,-23.28,-22.61
18/06/2013,-23.58,-22.63
19/06/2013,-23.47,-22.58
20/06/2013,-23.41,-22.54
21/06/2013,-23.44,-22.52
22/06/2013,-23.41,-22.54
23/06/2013,-23.08,-22.45
24/06/2013,-23.13,-22.38
25/06/2013,-22.88,-22.25
26/06/2013,-22.94,-22.21
27/06/2013,-22.75,-22.16
28/06/2013,-22.82,-22.14
29/06/2013,-22.59,-22.02
30/06/2013,-22.56,-22.0
01/07/2013,-22.6,-21.98
02/07/2013,-22.92,-22.08
03/07/2013,-22.91,-22.11
04/07/2013,-22.89,-22.11
05/07/2013,-22.64,-22.03
06/07/2013,-23.01,-22.1
07/07/2013,-23.03,-22.13
08/07/2013,-23.14,-22.16
09/07/2013,-23.02,-22.14
10/07/2013,-23.07,-22.13
11/07/2013,-22.99,-22.14
12/07/2013,-22.75,-22.07
13/07/2013,-22.8,-22.05
14/07/2013,-22.8,-22.03
15/07/2013,-22.78,-22.03
16/07/2013,-22.87,-22.07
17/07/2013,-22.93,-22.09
18/07/2013,-22.94,-22.1
19/07/2013,-22.76,-22.08
20/07/2013,-22.36,-21.87
21/07/2013,-22.19,-21.79
22/07/2013,-22.66,-21.89
23/07/2013,-22.75,-21.95
24/07/2013,-22.93,-22.06
25/07/2013,-22.92,-22.13
26/07/2013,-23.06,-22.17
