Date,Rainfall_S_Piero,Rainfall_Mangona,Rainfall_S_Agata,Rainfall_Cavallina,Rainfall_Le_Croci,Lake_Level,Flow_Rate
06/10/2007,3.0,1.4,2.0,0.2,2.0,246.42,2.0
07/10/2007,0.0,0.0,0.0,0.0,0.0,246.38,2.0
08/10/2007,0.0,0.0,0.0,0.0,0.0,246.34,2.0
09/10/2007,0.0,0.0,0.0,0.0,0.0,246.29,2.0
10/10/2007,0.0,0.0,0.0,0.0,0.0,246.25,2.0
11/10/2007,0.0,0.0,0.0,0.0,0.0,246.21,2.0
12/10/2007,0.0,0.0,0.0,0.0,0.0,246.17,2.07
13/10/2007,0.0,0.0,0.0,0.0,0.0,246.12,2.4
14/10/2007,0.0,0.0,0.0,0.0,0.0,246.07,2.4
15/10/2007,0.0,0.0,0.0,0.0,0.0,246.02,2.4
16/10/2007,0.0,0.0,0.0,0.0,0.0,245.97,2.45
17/10/2007,0.2,0.0,0.0,0.0,0.0,245.91,2.6
18/10/2007,1.4,5.4,2.8,0.2,0.0,245.86,2.6
19/10/2007,0.0,0.2,0.0,0.0,0.0,245.81,2.6
20/10/2007,3.2,2.4,5.4,0.2,2.6,245.77,2.6
21/10/2007,2.2,6.2,7.4,2.0,3.0,245.72,2.6
22/10/2007,0.6,0.4,2.2,0.0,0.0,245.67,2.6
23/10/2007,0.0,0.0,0.0,0.0,0.0,245.63,2.25
24/10/2007,9.8,16.0,8.2,8.0,14.0,245.58,2.0
25/10/2007,3.6,3.4,2.0,2.6,4.2,245.55,2.0
26/10/2007,25.4,47.2,24.2,21.6,26.6,245.53,1.79
27/10/2007,0.2,0.0,0.0,0.2,0.2,245.53,1.5
28/10/2007,0.2,0.0,0.0,0.0,0.0,245.52,1.5
29/10/2007,0.2,0.0,0.0,0.0,0.0,245.49,1.5
30/10/2007,19.8,27.2,21.2,18.8,24.0,245.47,1.5
31/10/2007,2.2,3.2,1.8,1.2,2.2,245.51,1.5
01/11/2007,0.0,0.0,0.0,0.0,0.0,245.48,1.5
02/11/2007,0.0,0.0,0.0,0.0,0.0,245.46,1.5
03/11/2007,0.0,0.0,0.0,0.0,0.0,245.43,1.5
04/11/2007,0.0,0.0,0.0,0.0,0.0,245.4,1.5
05/11/2007,0.2,0.0,0.0,0.0,0.0,245.37,1.39
06/11/2007,0.0,0.0,0.0,0.0,0.0,245.34,1.5
07/11/2007,0.0,0.0,0.0,0.0,0.0,245.31,1.5
08/11/2007,0.0,0.0,0.0,0.0,0.0,245.28,1.5
09/11/2007,7.0,12.4,9.0,3.0,6.6,245.26,1.5
10/11/2007,0.0,0.0,0.0,0.0,0.0,245.23,1.5
11/11/2007,0.0,0.0,0.0,0.0,0.0,245.2,1.5
12/11/2007,0.0,0.0,0.0,0.0,0.0,245.17,1.77
13/11/2007,0.0,0.0,0.0,0.0,0.0,245.13,1.5
14/11/2007,9.6,7.8,10.2,6.8,12.8,245.11,1.5
15/11/2007,0.2,0.4,0.2,0.0,0.0,245.08,1.5
16/11/2007,0.0,0.0,0.0,0.0,0.0,245.06,1.5
17/11/2007,0.0,0.0,0.0,0.0,0.0,245.01,1.5
18/11/2007,0.0,0.0,0.0,0.0,0.0,244.98,1.5
19/11/2007,0.0,0.0,0.0,0.0,0.0,244.95,1.5
20/11/2007,0.2,0.0,0.0,0.0,0.0,244.92,1.5
21/11/2007,0.0,0.6,0.0,0.0,0.2,244.89,1.5
22/11/2007,1.8,4.0,1.2,1.2,2.6,244.87,1.5
23/11/2007,0.4,0.6,0.2,0.6,0.4,244.84,1.5
24/11/2007,8.4,18.0,9.0,8.6,11.0,244.82,1.5
25/11/2007,2.0,3.6,3.4,3.4,3.4,244.8,1.5
26/11/2007,0.2,0.2,0.2,0.0,0.4,244.78,1.5
27/11/2007,0.4,0.0,0.2,0.0,0.2,244.76,1.5
28/11/2007,0.0,0.0,0.0,0.0,0.0,244.73,1.5
29/11/2007,0.0,0.0,0.0,0.0,0.0,244.71,1.5
30/11/2007,0.0,0.0,0.0,0.0,0.0,244.67,1.5
01/12/2007,2.4,3.0,2.4,1.6,4.0,244.64,1.5
02/12/2007,1.6,2.0,1.4,1.8,3.2,244.62,1.5
03/12/2007,10.2,22.8,9.0,13.8,14.4,244.61,1.5
04/12/2007,0.4,0.0,0.0,0.0,0.2,244.66,1.5
05/12/2007,0.0,0.0,0.0,0.0,0.0,244.66,1.5
06/12/2007,0.2,0.0,0.0,0.0,0.0,244.64,1.5
07/12/2007,6.2,5.8,3.6,5.2,9.0,244.62,1.5
08/12/2007,24.8,36.0,45.0,16.2,24.2,244.66,1.5
09/12/2007,13.2,14.8,12.4,12.6,18.4,244.84,1.5
10/12/2007,0.2,0.0,0.0,0.2,0.0,244.97,1.5
11/12/2007,0.2,0.0,0.2,0.0,0.0,244.99,1.5
12/12/2007,0.2,0.0,0.0,0.0,0.0,244.98,1.5
13/12/2007,0.0,0.0,0.0,0.0,0.0,244.98,1.5
14/12/2007,0.0,0.0,0.0,0.0,0.0,244.96,1.5
15/12/2007,0.0,0.4,0.2,0.0,0.2,244.94,1.5
16/12/2007,1.8,0.6,4.0,0.2,1.0,244.92,1.5
17/12/2007,0.0,0.0,0.2,0.0,0.0,244.9,1.5
18/12/2007,0.0,0.0,0.0,0.0,0.0,244.87,0.9
19/12/2007,0.0,0.0,0.0,0.0,0.0,244.87,0.6
20/12/2007,0.0,0.0,0.0,0.0,0.0,244.85,0.6
21/12/2007,0.0,0.0,0.0,0.0,0.0,244.84,0.6
22/12/2007,0.4,0.6,0.4,0.0,0.6,244.84,0.6
23/12/2007,4.8,2.2,4.2,3.8,5.8,244.84,0.6
24/12/2007,0.4,0.0,0.2,0.0,0.8,244.84,0.6
25/12/2007,0.0,0.0,0.0,0.0,0.0,244.84,0.6
26/12/2007,0.0,0.0,0.0,0.0,0.0,244.84,0.6
27/12/2007,0.0,0.0,0.0,0.0,0.0,244.82,0.6
28/12/2007,0.0,0.0,0.0,0.0,0.0,244.82,0.6
29/12/2007,0.0,0.0,0.0,0.0,0.0,244.8,0.6
30/12/2007,0.2,0.0,0.0,0.0,0.0,244.79,0.6
31/12/2007,0.0,0.0,0.0,0.0,0.0,244.78,0.6
01/01/2008,0.0,0.0,0.0,0.0,0.0,244.77,0.6
02/01/2008,0.0,0.0,0.0,0.0,0.0,244.76,0.6
03/01/2008,5.8,1.4,3.6,6.0,1.6,244.77,0.6
04/01/2008,4.6,6.4,4.6,1.2,10.2,244.76,0.6
05/01/2008,6.0,14.8,6.8,8.4,12.2,244.76,0.6
06/01/2008,14.6,13.8,12.4,7.8,14.6,244.85,0.6
07/01/2008,0.4,0.8,1.0,0.2,1.2,245.07,0.6
08/01/2008,0.0,0.0,0.0,0.0,0.4,245.12,0.6
09/01/2008,0.4,0.6,0.0,0.4,0.8,245.15,0.6
10/01/2008,0.2,0.6,0.6,0.2,0.2,245.16,0.6
11/01/2008,8.2,9.0,9.4,8.4,11.2,245.18,0.6
12/01/2008,30.6,24.6,31.8,15.0,27.8,245.24,0.6
13/01/2008,3.2,0.0,1.2,0.2,2.4,245.7,0.6
14/01/2008,0.6,0.2,0.4,0.4,0.4,245.81,0.6
15/01/2008,11.8,15.8,12.4,12.8,19.4,245.86,0.6
16/01/2008,23.0,32.2,23.4,18.8,26.6,246.07,0.6
17/01/2008,11.6,11.8,11.4,12.4,15.2,246.83,0.6
18/01/2008,0.0,0.0,0.0,0.0,0.0,247.15,0.6
19/01/2008,0.2,0.0,0.2,0.0,0.4,247.26,0.6
20/01/2008,0.0,0.0,0.0,0.0,0.0,247.33,0.6
21/01/2008,0.2,0.0,0.0,0.0,0.0,247.38,0.6
22/01/2008,0.4,0.0,0.4,0.0,2.2,247.41,0.6
23/01/2008,0.0,0.0,0.0,0.0,0.0,247.44,0.6
24/01/2008,0.0,0.0,0.0,0.0,0.0,247.45,0.6
25/01/2008,0.0,0.0,0.0,0.0,0.0,247.45,0.6
26/01/2008,0.0,0.0,0.0,0.0,0.0,247.47,0.6
27/01/2008,0.0,0.0,0.0,0.0,0.0,247.48,0.6
28/01/2008,0.2,0.0,0.0,0.0,0.0,247.49,0.6
29/01/2008,0.2,0.0,0.0,0.0,0.0,247.5,0.6
30/01/2008,2.4,5.0,2.4,1.2,2.6,247.51,0.6
31/01/2008,2.6,1.8,2.0,1.2,2.2,247.52,0.6
01/02/2008,2.0,0.8,1.6,1.4,2.4,247.53,0.6
02/02/2008,2.6,9.6,2.0,2.2,1.4,247.54,0.6
03/02/2008,17.4,21.6,14.0,14.6,21.2,247.55,0.6
04/02/2008,12.6,16.2,12.8,10.6,17.8,247.68,0.6
05/02/2008,0.0,0.0,0.2,0.2,0.2,247.93,0.6
06/02/2008,0.2,0.0,0.0,0.0,0.2,248.03,0.6
07/02/2008,0.0,0.0,0.0,0.0,0.2,248.09,0.6
08/02/2008,0.0,0.0,0.0,0.0,0.0,248.12,0.6
09/02/2008,0.0,0.0,0.0,0.0,0.0,248.15,0.6
10/02/2008,0.0,0.0,0.0,0.0,0.0,248.17,0.6
11/02/2008,0.0,0.0,0.0,0.0,0.0,248.18,0.6
12/02/2008,0.0,0.0,0.0,0.0,0.0,248.2,0.6
13/02/2008,0.0,0.0,0.0,0.0,0.0,248.21,0.6
14/02/2008,0.0,0.0,0.0,0.0,0.0,248.21,0.6
15/02/2008,0.0,0.0,0.0,0.0,0.0,248.21,0.6
16/02/2008,0.0,0.0,0.0,0.0,0.0,248.22,0.6
17/02/2008,0.0,0.0,0.0,0.0,0.0,248.23,0.6
18/02/2008,0.0,0.0,0.0,0.0,0.0,248.23,0.6
19/02/2008,0.0,0.0,0.0,0.0,0.0,248.23,0.6
20/02/2008,0.0,0.0,0.0,0.0,0.0,248.24,0.6
21/02/2008,0.0,0.0,0.0,0.0,0.0,248.25,0.6
22/02/2008,0.0,0.0,0.0,0.0,0.0,248.25,0.6
23/02/2008,0.0,0.0,0.0,0.0,0.0,248.25,0.6
24/02/2008,0.0,0.0,0.0,0.0,0.0,248.25,0.6
25/02/2008,0.0,0.0,0.0,0.0,0.0,248.25,0.6
26/02/2008,0.4,0.0,0.2,0.0,0.8,248.25,0.6
27/02/2008,3.0,1.2,4.6,1.2,7.8,248.25,0.6
28/02/2008,0.0,1.0,0.0,0.0,0.2,248.25,0.6
29/02/2008,0.0,0.0,0.0,0.0,0.0,248.25,0.6
01/03/2008,2.0,3.0,1.4,0.6,4.0,248.25,0.6
02/03/2008,0.0,0.0,0.0,0.0,0.0,248.25,0.6
03/03/2008,0.0,0.0,0.0,0.0,0.0,248.25,0.6
04/03/2008,5.0,4.6,6.4,4.0,7.8,248.25,0.6
05/03/2008,2.0,2.0,7.4,0.2,0.6,248.26,0.6
06/03/2008,1.0,0.0,2.6,0.0,0.2,248.27,0.6
07/03/2008,0.0,1.2,4.2,0.0,0.0,248.27,0.6
08/03/2008,0.0,0.6,0.6,0.2,0.4,248.28,0.6
09/03/2008,0.2,0.0,0.0,0.0,0.2,248.29,0.6
10/03/2008,2.6,6.0,1.4,1.8,5.0,248.3,0.6
11/03/2008,3.8,5.8,3.8,4.0,9.4,248.32,0.6
12/03/2008,0.0,0.0,0.0,0.0,0.2,248.37,0.6
13/03/2008,0.0,0.0,0.0,0.0,0.0,248.39,0.6
14/03/2008,0.0,0.0,0.0,0.0,0.0,248.41,0.6
15/03/2008,0.0,0.0,0.0,0.0,0.0,248.43,0.6
16/03/2008,0.4,3.0,0.4,0.0,1.0,248.43,0.6
17/03/2008,0.0,0.8,0.2,0.0,0.8,248.44,0.6
18/03/2008,4.0,6.2,7.0,1.2,10.6,248.45,0.6
19/03/2008,0.0,0.0,0.2,0.0,0.2,248.46,0.6
20/03/2008,3.8,3.8,1.0,1.4,5.0,248.47,0.6
21/03/2008,15.0,13.0,6.6,18.6,27.0,248.47,0.6
22/03/2008,15.6,14.4,12.6,21.8,19.2,248.79,0.6
23/03/2008,11.0,9.2,9.8,8.2,9.0,248.94,0.6
24/03/2008,4.0,4.4,6.6,6.6,5.0,249.07,0.6
25/03/2008,0.0,0.0,0.4,0.0,0.0,249.18,0.6
26/03/2008,2.4,3.0,2.2,0.0,1.2,249.24,0.6
27/03/2008,5.4,3.4,3.8,5.2,4.8,249.29,0.6
28/03/2008,2.4,2.8,2.4,2.6,3.8,249.33,0.6
29/03/2008,0.2,0.0,0.2,0.0,0.0,249.37,0.6
30/03/2008,0.0,0.0,0.0,0.0,0.2,249.41,0.6
31/03/2008,0.0,0.0,0.0,0.0,0.0,249.43,0.6
01/04/2008,0.0,0.0,0.0,0.0,0.0,249.45,0.6
02/04/2008,0.0,0.0,0.0,0.0,0.0,249.47,0.6
03/04/2008,0.0,0.0,0.0,0.0,0.2,249.48,0.6
04/04/2008,0.0,0.0,0.0,0.0,0.0,249.5,0.6
05/04/2008,0.0,0.2,0.0,0.0,0.0,249.5,0.6
06/04/2008,0.0,0.0,0.2,0.0,0.0,249.51,0.6
07/04/2008,0.0,0.0,0.0,0.0,0.0,249.52,0.6
08/04/2008,0.6,2.2,0.4,0.6,0.6,249.52,0.6
09/04/2008,11.6,12.4,7.6,13.4,11.8,249.53,0.6
10/04/2008,8.2,23.4,8.4,9.6,7.6,249.58,0.6
11/04/2008,6.2,9.0,4.2,3.0,10.2,249.66,0.6
12/04/2008,3.0,1.4,2.0,0.4,3.4,249.71,0.6
13/04/2008,0.4,0.0,0.6,0.0,0.8,249.76,0.6
14/04/2008,5.8,4.2,5.6,4.2,9.2,249.79,0.6
15/04/2008,4.8,5.2,3.4,3.6,10.2,249.84,0.6
16/04/2008,0.0,0.0,0.0,0.0,0.0,249.88,0.6
17/04/2008,13.4,17.0,12.2,8.2,11.0,249.91,0.6
18/04/2008,13.8,16.4,10.2,13.6,14.0,250.0,0.6
19/04/2008,11.2,16.0,7.4,13.2,10.8,250.37,0.6
20/04/2008,0.0,0.0,0.0,0.0,0.0,250.56,0.6
21/04/2008,13.8,17.0,14.2,15.2,19.4,250.67,0.6
22/04/2008,4.6,4.8,2.4,9.8,14.2,250.85,0.6
23/04/2008,0.0,0.0,0.0,0.0,0.0,251.0,0.6
24/04/2008,0.0,0.0,0.2,0.0,0.0,251.09,0.6
25/04/2008,0.0,0.0,0.0,0.0,0.0,251.14,0.6
26/04/2008,0.0,0.0,0.0,0.0,0.0,251.19,0.6
27/04/2008,0.0,0.0,0.0,0.0,0.0,251.22,0.6
28/04/2008,0.0,0.2,0.0,0.0,0.0,251.25,0.6
29/04/2008,5.4,7.8,4.8,4.2,7.8,251.28,0.6
30/04/2008,0.2,0.8,0.0,0.0,0.0,251.31,0.6
01/05/2008,3.8,0.8,2.4,0.6,1.2,251.33,0.6
02/05/2008,0.0,0.0,0.0,0.0,0.0,251.35,0.6
03/05/2008,0.0,0.0,0.0,0.0,0.0,251.36,0.6
04/05/2008,0.0,0.0,0.0,0.0,0.0,251.36,0.6
05/05/2008,0.0,0.0,1.0,0.0,0.0,251.37,0.6
06/05/2008,0.0,0.0,0.0,0.0,0.0,251.38,0.6
07/05/2008,0.0,0.0,0.0,0.0,0.0,251.39,0.6
08/05/2008,0.0,0.0,0.0,0.0,0.0,251.39,0.6
09/05/2008,0.0,0.0,0.0,0.0,0.0,251.4,0.6
10/05/2008,0.0,0.0,0.0,0.0,0.0,251.4,0.6
11/05/2008,0.0,0.0,0.0,0.0,0.0,251.4,0.6
12/05/2008,0.0,0.0,0.0,0.0,0.0,251.4,1.07
13/05/2008,0.0,0.0,0.0,0.0,0.0,251.39,1.07
14/05/2008,1.8,1.6,1.4,1.2,11.2,251.38,1.07
15/05/2008,0.2,0.0,0.0,0.0,0.0,251.37,1.07
16/05/2008,0.0,0.8,0.2,0.0,0.2,251.36,1.07
17/05/2008,2.6,4.4,2.4,1.0,3.2,251.35,0.6
18/05/2008,4.4,8.6,4.8,3.6,7.0,251.35,0.6
19/05/2008,2.2,5.6,5.0,1.8,2.0,251.36,1.07
20/05/2008,27.2,35.6,30.2,18.2,9.6,251.38,2.0
21/05/2008,2.6,1.0,2.8,0.8,1.4,251.42,2.25
22/05/2008,9.6,10.6,11.6,8.0,12.6,251.42,2.0
23/05/2008,0.0,0.0,0.0,0.0,0.0,251.45,2.0
24/05/2008,0.0,0.0,0.0,0.0,0.0,251.43,2.0
25/05/2008,0.0,0.0,0.0,0.0,0.2,251.41,2.0
26/05/2008,0.0,0.0,0.0,0.0,0.0,251.39,1.56
27/05/2008,0.0,0.0,0.0,0.0,0.0,251.39,1.07
28/05/2008,0.0,0.0,0.0,0.0,0.0,251.38,1.07
29/05/2008,16.0,22.2,9.6,8.4,12.2,251.38,1.07
30/05/2008,5.2,9.0,8.4,12.4,16.0,251.38,1.07
31/05/2008,0.0,0.0,0.0,0.2,0.0,251.42,0.6
01/06/2008,0.0,0.0,0.0,0.0,0.0,251.44,0.6
02/06/2008,1.4,1.4,1.8,0.0,0.6,251.44,0.6
03/06/2008,5.8,7.2,6.4,3.4,6.4,251.44,1.07
04/06/2008,0.4,0.4,0.6,0.4,0.6,251.45,1.07
05/06/2008,0.0,0.0,0.0,0.0,0.0,251.44,1.07
06/06/2008,3.2,0.2,9.8,0.0,0.4,251.43,1.07
07/06/2008,4.6,2.8,2.6,6.0,1.4,251.42,0.6
08/06/2008,4.0,1.0,2.2,2.8,4.0,251.44,0.6
09/06/2008,0.2,0.0,0.2,6.6,0.4,251.45,1.07
10/06/2008,0.0,0.0,0.0,0.0,0.0,251.45,1.07
11/06/2008,0.0,0.0,0.0,0.0,0.0,251.45,1.07
12/06/2008,2.4,6.4,3.2,4.0,5.6,251.44,1.07
13/06/2008,15.2,12.6,25.0,9.6,22.0,251.43,1.07
14/06/2008,5.8,4.2,5.8,5.6,13.6,251.48,0.6
15/06/2008,0.0,0.0,0.0,0.0,0.0,251.5,0.6
16/06/2008,0.4,0.8,1.4,0.4,5.2,251.52,1.7
17/06/2008,0.8,28.6,1.2,1.6,2.0,251.5,1.7
18/06/2008,20.6,6.8,0.8,1.4,3.8,251.54,1.07
19/06/2008,0.0,0.0,0.0,0.0,0.0,251.58,1.07
20/06/2008,0.0,0.0,0.0,0.0,0.0,251.58,1.89
21/06/2008,0.0,0.0,0.0,0.0,0.0,251.56,2.0
22/06/2008,0.0,0.0,0.0,0.0,0.0,251.54,2.0
23/06/2008,0.0,0.0,0.0,0.0,0.0,251.52,1.56
24/06/2008,0.0,0.0,0.0,0.0,0.0,251.5,0.6
25/06/2008,0.0,0.0,0.0,0.0,0.0,251.5,1.07
26/06/2008,0.0,0.0,0.0,0.0,0.0,251.48,1.07
27/06/2008,0.0,0.0,0.0,0.0,0.0,251.45,1.07
28/06/2008,0.0,0.0,0.0,0.0,0.0,251.45,0.6
29/06/2008,0.0,0.0,0.0,0.0,0.0,251.44,0.6
30/06/2008,0.0,0.0,0.0,0.0,0.0,251.44,1.07
01/07/2008,0.0,0.2,0.0,0.0,0.2,251.42,0.95
02/07/2008,0.0,0.0,0.0,0.0,0.0,251.4,1.5
03/07/2008,0.0,0.0,0.0,0.0,0.0,251.38,1.5
04/07/2008,0.0,0.0,0.0,0.0,0.0,251.36,1.5
05/07/2008,0.0,0.0,0.0,0.0,0.0,251.33,1.5
06/07/2008,0.0,0.0,0.0,0.0,0.0,251.3,1.5
07/07/2008,0.0,0.0,0.0,0.0,0.2,251.27,1.5
08/07/2008,0.0,0.0,0.0,0.0,0.0,251.24,1.5
09/07/2008,0.0,0.0,0.0,0.0,0.0,251.21,1.5
10/07/2008,0.0,0.0,0.0,0.0,0.0,251.18,1.5
11/07/2008,0.0,0.0,0.0,0.0,0.0,251.15,1.64
12/07/2008,0.0,0.0,0.0,0.0,0.0,251.12,2.0
13/07/2008,2.2,1.0,3.6,4.0,6.4,251.08,2.0
14/07/2008,0.0,0.0,0.0,0.0,0.0,251.05,2.0
15/07/2008,0.0,0.0,0.0,0.0,0.0,251.0,2.0
16/07/2008,0.0,0.0,0.0,0.0,0.0,250.97,2.0
17/07/2008,0.0,0.0,0.0,0.0,0.0,250.94,2.0
18/07/2008,0.0,0.0,0.0,0.0,0.0,250.91,2.0
19/07/2008,0.0,0.0,0.0,0.0,0.0,250.86,2.0
20/07/2008,0.0,0.0,0.0,0.0,0.0,250.82,2.0
21/07/2008,0.0,0.0,0.0,0.0,0.0,251.79,2.0
22/07/2008,0.0,0.0,0.0,0.0,0.0,250.75,2.0
23/07/2008,0.0,0.0,0.0,0.0,0.0,250.71,2.0
24/07/2008,0.0,0.0,0.0,0.0,0.0,250.67,2.0
25/07/2008,0.0,0.0,0.0,0.0,0.0,250.62,2.0
26/07/2008,0.0,0.0,0.0,0.0,0.0,250.59,2.0
27/07/2008,0.0,0.0,0.0,0.0,0.0,250.56,2.0
28/07/2008,0.0,0.0,0.0,0.0,0.0,250.52,2.0
29/07/2008,0.0,0.0,0.0,0.0,0.0,250.48,2.0
30/07/2008,1.8,0.0,0.0,0.0,0.0,250.44,2.28
31/07/2008,0.0,0.6,0.0,0.0,0.0,250.4,2.5
01/08/2008,0.0,0.0,0.0,0.0,0.0,250.36,2.5
02/08/2008,0.0,0.0,0.0,0.0,0.0,250.32,2.5
03/08/2008,0.0,0.0,0.0,0.0,0.0,250.28,2.5
04/08/2008,0.0,0.0,0.0,0.0,0.0,250.22,2.5
05/08/2008,0.0,0.0,0.0,0.0,0.0,250.16,2.5
06/08/2008,4.6,0.2,1.8,5.8,9.2,250.12,2.5
07/08/2008,0.0,0.0,0.2,0.0,0.0,250.09,2.5
08/08/2008,0.0,0.0,0.0,0.0,0.0,250.04,2.5
09/08/2008,0.0,0.0,0.0,0.0,0.0,249.99,2.5
10/08/2008,0.0,0.0,0.0,0.0,0.0,249.93,2.5
11/08/2008,0.0,0.0,0.0,0.0,0.0,249.89,2.5
12/08/2008,0.0,0.0,0.0,0.0,0.0,249.84,2.82
13/08/2008,0.0,0.0,0.0,0.0,0.0,249.78,3.0
14/08/2008,0.0,0.0,0.0,0.0,0.0,249.73,3.0
15/08/2008,9.4,11.2,12.6,14.4,13.4,249.68,3.0
16/08/2008,0.4,13.2,1.2,0.6,0.6,249.63,3.0
17/08/2008,0.0,0.0,0.0,0.0,0.0,249.58,3.0
18/08/2008,0.0,0.0,0.0,0.0,0.0,249.52,3.0
19/08/2008,0.0,0.0,0.0,0.0,0.0,249.46,3.0
20/08/2008,0.0,0.0,0.0,0.0,0.0,249.4,3.0
21/08/2008,0.0,0.0,0.0,0.0,0.0,249.34,3.0
22/08/2008,0.0,0.0,0.0,0.0,0.0,249.29,3.0
23/08/2008,6.0,0.0,2.0,4.4,9.8,249.22,3.0
24/08/2008,0.0,0.0,0.0,0.0,0.0,249.18,3.0
25/08/2008,0.0,0.0,0.0,0.0,0.0,249.13,3.0
26/08/2008,0.0,0.0,0.0,0.0,0.0,249.06,3.0
27/08/2008,0.0,0.0,0.0,0.0,0.0,249.01,3.0
28/08/2008,0.0,0.0,0.0,0.0,0.0,248.94,3.0
29/08/2008,0.0,0.0,0.0,0.0,0.0,248.88,3.0
30/08/2008,0.0,0.0,0.0,0.0,0.0,248.83,3.0
31/08/2008,0.0,0.0,0.0,0.0,0.0,248.77,3.0
01/09/2008,0.0,0.0,0.0,0.0,0.0,248.72,3.0
02/09/2008,0.0,0.0,0.0,0.0,0.0,248.65,3.0
03/09/2008,0.0,0.0,0.0,0.0,0.0,248.6,3.0
04/09/2008,0.0,0.0,0.0,0.0,0.0,248.53,3.0
05/09/2008,0.0,0.0,0.0,0.0,0.2,248.48,3.0
06/09/2008,0.0,0.0,0.0,0.0,0.0,248.42,3.0
07/09/2008,0.0,0.0,0.0,0.0,0.0,248.37,3.0
08/09/2008,0.0,0.0,0.0,0.0,0.0,248.31,3.0
09/09/2008,0.0,0.0,0.0,0.0,0.0,248.24,3.0
10/09/2008,0.0,0.0,0.0,0.0,0.0,248.19,3.0
11/09/2008,0.0,0.0,0.0,0.0,0.0,248.13,3.0
12/09/2008,5.8,0.0,16.2,8.0,3.0,248.07,3.0
13/09/2008,6.6,16.8,10.2,16.8,13.6,248.02,3.0
14/09/2008,14.2,15.4,11.0,10.4,9.2,247.98,3.0
15/09/2008,0.0,0.0,0.2,0.2,0.0,247.96,2.81
16/09/2008,0.0,0.0,0.0,0.0,0.0,247.9,2.7
17/09/2008,0.0,0.0,0.0,0.0,0.0,247.84,2.7
18/09/2008,0.0,0.0,0.0,0.0,0.0,247.79,2.7
19/09/2008,3.4,4.4,4.0,2.4,3.4,247.73,2.7
20/09/2008,0.0,0.0,0.2,0.0,0.0,247.67,2.7
21/09/2008,0.0,0.0,0.0,0.0,0.0,247.61,2.7
22/09/2008,0.0,0.0,0.0,0.0,0.0,247.57,2.7
23/09/2008,0.0,0.0,0.0,0.0,0.0,247.52,2.7
24/09/2008,0.0,0.0,0.0,0.0,0.0,247.46,2.7
25/09/2008,0.0,0.0,1.0,0.0,0.0,247.4,2.86
26/09/2008,0.0,0.0,1.0,0.0,0.0,247.35,3.0
27/09/2008,0.0,0.4,0.2,0.0,0.0,247.28,3.0
28/09/2008,0.0,0.0,0.0,0.0,0.0,247.21,3.0
29/09/2008,0.0,0.0,0.0,0.0,0.0,247.15,3.0
30/09/2008,0.0,0.0,0.0,0.0,0.0,247.1,3.0
01/10/2008,0.0,0.0,0.0,0.0,0.0,247.03,2.68
02/10/2008,0.0,0.0,0.0,0.0,0.0,246.99,2.5
03/10/2008,7.4,14.8,16.0,11.0,10.8,246.94,2.5
04/10/2008,0.0,0.0,0.0,0.0,0.0,246.91,2.5
05/10/2008,0.2,0.0,0.0,0.0,0.0,246.86,2.5
06/10/2008,0.0,0.0,0.0,0.0,0.0,246.81,2.5
07/10/2008,0.0,0.0,0.0,0.0,0.8,246.76,2.5
08/10/2008,0.2,0.0,0.0,0.0,0.0,246.71,2.5
09/10/2008,0.0,0.0,0.0,0.0,0.0,246.66,2.5
10/10/2008,0.0,0.0,0.0,0.0,0.0,246.62,2.5
11/10/2008,0.0,0.0,0.0,0.0,0.0,246.57,2.5
12/10/2008,0.0,0.0,0.0,0.0,0.0,246.51,2.5
13/10/2008,0.0,0.0,0.0,0.0,0.0,246.46,2.5
14/10/2008,0.0,0.0,0.0,0.0,0.0,246.41,2.5
15/10/2008,0.0,0.0,0.0,0.0,0.0,246.36,2.5
16/10/2008,0.8,7.2,0.2,0.0,0.0,246.32,2.5
17/10/2008,0.0,3.2,0.0,0.0,0.0,246.27,2.18
18/10/2008,0.0,0.0,0.0,0.0,0.0,246.23,2.0
19/10/2008,0.0,0.0,0.0,0.0,0.0,246.19,2.0
20/10/2008,0.0,0.0,0.0,0.0,0.0,246.15,2.0
21/10/2008,0.8,1.2,2.6,2.0,4.2,246.11,2.0
22/10/2008,0.2,0.0,0.2,0.0,0.0,246.07,2.0
23/10/2008,0.0,0.0,0.0,0.0,0.0,246.03,2.0
24/10/2008,0.0,0.2,0.0,0.0,0.0,245.99,2.0
25/10/2008,0.2,0.0,0.4,0.0,0.0,245.95,2.0
26/10/2008,0.0,0.0,0.0,0.0,0.0,245.9,2.0
27/10/2008,1.6,7.4,2.4,2.2,1.4,245.86,1.5
28/10/2008,27.2,47.6,29.2,27.2,25.0,245.85,0.6
29/10/2008,2.8,21.2,4.2,1.6,2.8,245.91,0.75
30/10/2008,5.2,15.4,6.4,7.0,4.6,245.92,1.0
31/10/2008,19.6,43.0,28.4,33.6,35.4,245.98,1.0
01/11/2008,6.8,9.8,6.8,7.6,7.0,246.07,1.0
02/11/2008,0.0,0.0,0.0,0.0,0.2,246.07,1.0
03/11/2008,4.2,1.6,4.8,1.0,1.6,246.06,1.0
04/11/2008,21.0,26.2,20.2,21.0,19.6,246.06,1.0
05/11/2008,0.2,0.0,0.2,0.0,0.0,246.13,1.0
